time,x_ref,y_ref,yaw_ref,x,y,yaw,v,w,x_next,y_next,yaw_next
8.3,0.791619,2.89367,164.7,0.796309,2.89293,164.655,0.471322,0.157079,0.791764,2.89418,164.745
8.31,0.787073,2.89491,164.79,0.791764,2.89418,164.745,0.471322,0.157079,0.787217,2.89542,164.835
8.32,0.782525,2.89614,164.88,0.787217,2.89542,164.835,0.471322,0.157079,0.782668,2.89665,164.925
8.33,0.777974,2.89737,164.97,0.782668,2.89665,164.925,0.471322,0.157079,0.778116,2.89788,165.015
8.34,0.773422,2.89859,165.06,0.778116,2.89788,165.015,0.471322,0.157079,0.773564,2.8991,165.105
8.35,0.768868,2.8998,165.15,0.773564,2.8991,165.105,0.471322,0.157079,0.769009,2.90031,165.195
8.36,0.764312,2.901,165.24,0.769009,2.90031,165.195,0.471322,0.157079,0.764452,2.90151,165.285
8.37,0.759754,2.9022,165.33,0.764452,2.90151,165.285,0.471322,0.157079,0.759893,2.90271,165.375
8.38,0.755195,2.90339,165.42,0.759893,2.90271,165.375,0.471322,0.157079,0.755333,2.9039,165.465
8.39,0.750633,2.90457,165.51,0.755333,2.9039,165.465,0.471322,0.157079,0.75077,2.90508,165.555
8.4,0.74607,2.90575,165.6,0.75077,2.90508,165.555,0.471322,0.157079,0.746206,2.90626,165.645
8.41,0.741504,2.90692,165.69,0.746206,2.90626,165.645,0.471322,0.157079,0.74164,2.90743,165.735
8.42,0.736937,2.90808,165.78,0.74164,2.90743,165.735,0.471322,0.157079,0.737072,2.90859,165.825
8.43,0.732368,2.90923,165.87,0.737072,2.90859,165.825,0.471322,0.157079,0.732503,2.90974,165.915
8.44,0.727798,2.91038,165.96,0.732503,2.90974,165.915,0.471322,0.157079,0.727931,2.91089,166.005
8.45,0.723225,2.91152,166.05,0.727931,2.91089,166.005,0.471322,0.157079,0.723358,2.91203,166.095
8.46,0.718651,2.91265,166.14,0.723358,2.91203,166.095,0.471322,0.157079,0.718783,2.91316,166.185
8.47,0.714075,2.91378,166.23,0.718783,2.91316,166.185,0.471322,0.157079,0.714206,2.91429,166.275
8.48,0.709497,2.9149,166.32,0.714206,2.91429,166.275,0.471322,0.157079,0.709627,2.91541,166.365
8.49,0.704917,2.91601,166.41,0.709627,2.91541,166.365,0.471322,0.157079,0.705047,2.91652,166.455
8.5,0.700336,2.91711,166.5,0.705047,2.91652,166.455,0.471322,0.157079,0.700465,2.91762,166.545
8.51,0.695753,2.91821,166.59,0.700465,2.91762,166.545,0.471322,0.157079,0.695881,2.91872,166.635
8.52,0.691168,2.9193,166.68,0.695881,2.91872,166.635,0.471322,0.157079,0.691295,2.91981,166.725
8.53,0.686582,2.92038,166.77,0.691295,2.91981,166.725,0.471322,0.157079,0.686708,2.92089,166.815
8.54,0.681994,2.92145,166.86,0.686708,2.92089,166.815,0.471322,0.157079,0.682119,2.92196,166.905
8.55,0.677404,2.92252,166.95,0.682119,2.92196,166.905,0.471322,0.157079,0.677528,2.92303,166.995
8.56,0.672812,2.92358,167.04,0.677528,2.92303,166.995,0.471322,0.157079,0.672936,2.92409,167.085
8.57,0.668219,2.92463,167.13,0.672936,2.92409,167.085,0.471322,0.157079,0.668342,2.92515,167.175
8.58,0.663624,2.92568,167.22,0.668342,2.92515,167.175,0.471322,0.157079,0.663746,2.92619,167.265
8.59,0.659028,2.92672,167.31,0.663746,2.92619,167.265,0.471322,0.157079,0.659149,2.92723,167.355
8.6,0.65443,2.92775,167.4,0.659149,2.92723,167.355,0.471322,0.157079,0.65455,2.92826,167.445
8.61,0.64983,2.92877,167.49,0.65455,2.92826,167.445,0.471322,0.157079,0.64995,2.92929,167.535
8.62,0.645229,2.92979,167.58,0.64995,2.92929,167.535,0.471322,0.157079,0.645348,2.93031,167.625
8.63,0.640626,2.9308,167.67,0.645348,2.93031,167.625,0.471322,0.157079,0.640744,2.93132,167.715
8.64,0.636021,2.9318,167.76,0.640744,2.93132,167.715,0.471322,0.157079,0.636139,2.93232,167.805
8.65,0.631415,2.9328,167.85,0.636139,2.93232,167.805,0.471322,0.157079,0.631532,2.93331,167.895
8.66,0.626808,2.93379,167.94,0.631532,2.93331,167.895,0.471322,0.157079,0.626923,2.9343,167.985
8.67,0.622199,2.93477,168.03,0.626923,2.9343,167.985,0.471322,0.157079,0.622313,2.93528,168.075
8.68,0.617588,2.93574,168.12,0.622313,2.93528,168.075,0.471322,0.157079,0.617702,2.93626,168.165
8.69,0.612976,2.93671,168.21,0.617702,2.93626,168.165,0.471322,0.157079,0.613089,2.93722,168.255
8.7,0.608362,2.93767,168.3,0.613089,2.93722,168.255,0.471322,0.157079,0.608474,2.93818,168.345
8.71,0.603747,2.93862,168.39,0.608474,2.93818,168.345,0.471322,0.157079,0.603858,2.93914,168.435
8.72,0.59913,2.93957,168.48,0.603858,2.93914,168.435,0.471322,0.157079,0.599241,2.94008,168.525
8.73,0.594512,2.9405,168.57,0.599241,2.94008,168.525,0.471322,0.157079,0.594622,2.94102,168.615
8.74,0.589892,2.94143,168.66,0.594622,2.94102,168.615,0.471322,0.157079,0.590001,2.94195,168.705
8.75,0.585271,2.94236,168.75,0.590001,2.94195,168.705,0.471322,0.157079,0.585379,2.94287,168.795
8.76,0.580648,2.94327,168.84,0.585379,2.94287,168.795,0.471322,0.157079,0.580756,2.94379,168.885
8.77,0.576024,2.94418,168.93,0.580756,2.94379,168.885,0.471322,0.157079,0.576131,2.9447,168.975
8.78,0.571399,2.94508,169.02,0.576131,2.9447,168.975,0.471322,0.157079,0.571505,2.9456,169.065
8.79,0.566772,2.94598,169.11,0.571505,2.9456,169.065,0.471322,0.157079,0.566877,2.94649,169.155
8.8,0.562144,2.94686,169.2,0.566877,2.94649,169.155,0.471322,0.157079,0.562248,2.94738,169.245
8.81,0.557514,2.94774,169.29,0.562248,2.94738,169.245,0.471322,0.157079,0.557618,2.94826,169.335
8.82,0.552883,2.94861,169.38,0.557618,2.94826,169.335,0.471322,0.157079,0.552986,2.94913,169.425
8.83,0.548251,2.94948,169.47,0.552986,2.94913,169.425,0.471322,0.157079,0.548353,2.95,169.515
8.84,0.543617,2.95034,169.56,0.548353,2.95,169.515,0.471322,0.157079,0.543718,2.95085,169.605
8.85,0.538982,2.95119,169.65,0.543718,2.95085,169.605,0.471322,0.157079,0.539083,2.9517,169.695
8.86,0.534346,2.95203,169.74,0.539083,2.9517,169.695,0.471322,0.157079,0.534445,2.95255,169.785
8.87,0.529708,2.95286,169.83,0.534445,2.95255,169.785,0.471322,0.157079,0.529807,2.95338,169.875
8.88,0.525069,2.95369,169.92,0.529807,2.95338,169.875,0.471322,0.157079,0.525167,2.95421,169.965
8.89,0.520429,2.95451,170.01,0.525167,2.95421,169.965,0.471322,0.157079,0.520526,2.95503,170.055
8.9,0.515787,2.95533,170.1,0.520526,2.95503,170.055,0.471322,0.157079,0.515884,2.95585,170.145
8.91,0.511144,2.95613,170.19,0.515884,2.95585,170.145,0.471322,0.157079,0.51124,2.95665,170.235
8.92,0.5065,2.95693,170.28,0.51124,2.95665,170.235,0.471322,0.157079,0.506595,2.95745,170.325
8.93,0.501855,2.95773,170.37,0.506595,2.95745,170.325,0.471322,0.157079,0.501949,2.95824,170.415
8.94,0.497208,2.95851,170.46,0.501949,2.95824,170.415,0.471322,0.157079,0.497301,2.95903,170.505
8.95,0.492561,2.95929,170.55,0.497301,2.95903,170.505,0.471322,0.157079,0.492653,2.95981,170.595
8.96,0.487911,2.96006,170.64,0.492653,2.95981,170.595,0.471322,0.157079,0.488003,2.96058,170.685
8.97,0.483261,2.96082,170.73,0.488003,2.96058,170.685,0.471322,0.157079,0.483352,2.96134,170.775
8.98,0.47861,2.96158,170.82,0.483352,2.96134,170.775,0.471322,0.157079,0.478699,2.9621,170.865
8.99,0.473957,2.96232,170.91,0.478699,2.9621,170.865,0.471322,0.157079,0.474046,2.96284,170.955
9,0.469303,2.96307,171,0.474046,2.96284,170.955,0.471322,0.157079,0.469391,2.96358,171.045
9.01,0.464648,2.9638,171.09,0.469391,2.96358,171.045,0.471322,0.157079,0.464736,2.96432,171.135
9.02,0.459992,2.96452,171.18,0.464736,2.96432,171.135,0.471322,0.157079,0.460079,2.96504,171.225
9.03,0.455335,2.96524,171.27,0.460079,2.96504,171.225,0.471322,0.157079,0.455421,2.96576,171.315
9.04,0.450677,2.96596,171.36,0.455421,2.96576,171.315,0.471322,0.157079,0.450762,2.96648,171.405
9.05,0.446017,2.96666,171.45,0.450762,2.96648,171.405,0.471322,0.157079,0.446101,2.96718,171.495
9.06,0.441357,2.96736,171.54,0.446101,2.96718,171.495,0.471322,0.157079,0.44144,2.96788,171.585
9.07,0.436695,2.96805,171.63,0.44144,2.96788,171.585,0.471322,0.157079,0.436777,2.96857,171.675
9.08,0.432032,2.96873,171.72,0.436777,2.96857,171.675,0.471322,0.157079,0.432114,2.96925,171.765
9.09,0.427369,2.9694,171.81,0.432114,2.96925,171.765,0.471322,0.157079,0.427449,2.96992,171.855
9.1,0.422704,2.97007,171.9,0.427449,2.96992,171.855,0.471322,0.157079,0.422784,2.97059,171.945
9.11,0.418038,2.97073,171.99,0.422784,2.97059,171.945,0.471322,0.157079,0.418117,2.97125,172.035
9.12,0.413371,2.97138,172.08,0.418117,2.97125,172.035,0.471322,0.157079,0.413449,2.97191,172.125
9.13,0.408703,2.97203,172.17,0.413449,2.97191,172.125,0.471322,0.157079,0.40878,2.97255,172.215
9.14,0.404034,2.97267,172.26,0.40878,2.97255,172.215,0.471322,0.157079,0.404111,2.97319,172.305
9.15,0.399364,2.9733,172.35,0.404111,2.97319,172.305,0.471322,0.157079,0.39944,2.97382,172.395
9.16,0.394693,2.97392,172.44,0.39944,2.97382,172.395,0.471322,0.157079,0.394768,2.97444,172.485
9.17,0.390021,2.97454,172.53,0.394768,2.97444,172.485,0.471322,0.157079,0.390095,2.97506,172.575
9.18,0.385348,2.97515,172.62,0.390095,2.97506,172.575,0.471322,0.157079,0.385422,2.97567,172.665
9.19,0.380674,2.97575,172.71,0.385422,2.97567,172.665,0.471322,0.157079,0.380747,2.97627,172.755
9.2,0.376,2.97634,172.8,0.380747,2.97627,172.755,0.471322,0.157079,0.376071,2.97687,172.845
9.21,0.371324,2.97693,172.89,0.376071,2.97687,172.845,0.471322,0.157079,0.371395,2.97745,172.935
9.22,0.366647,2.97751,172.98,0.371395,2.97745,172.935,0.471322,0.157079,0.366717,2.97803,173.025
9.23,0.36197,2.97808,173.07,0.366717,2.97803,173.025,0.471322,0.157079,0.362039,2.97861,173.115
9.24,0.357291,2.97865,173.16,0.362039,2.97861,173.115,0.471322,0.157079,0.35736,2.97917,173.205
9.25,0.352612,2.97921,173.25,0.35736,2.97917,173.205,0.471322,0.157079,0.35268,2.97973,173.295
9.26,0.347932,2.97976,173.34,0.35268,2.97973,173.295,0.471322,0.157079,0.347999,2.98028,173.385
9.27,0.343251,2.9803,173.43,0.347999,2.98028,173.385,0.471322,0.157079,0.343317,2.98082,173.475
9.28,0.338569,2.98083,173.52,0.343317,2.98082,173.475,0.471322,0.157079,0.338634,2.98136,173.565
9.29,0.333886,2.98136,173.61,0.338634,2.98136,173.565,0.471322,0.157079,0.333951,2.98189,173.655
9.3,0.329203,2.98188,173.7,0.333951,2.98189,173.655,0.471322,0.157079,0.329266,2.98241,173.745
9.31,0.324519,2.9824,173.79,0.329266,2.98241,173.745,0.471322,0.157079,0.324581,2.98292,173.835
9.32,0.319833,2.9829,173.88,0.324581,2.98292,173.835,0.471322,0.157079,0.319895,2.98343,173.925
9.33,0.315148,2.9834,173.97,0.319895,2.98343,173.925,0.471322,0.157079,0.315209,2.98392,174.015
9.34,0.310461,2.98389,174.06,0.315209,2.98392,174.015,0.471322,0.157079,0.310521,2.98442,174.105
9.35,0.305773,2.98438,174.15,0.310521,2.98442,174.105,0.471322,0.157079,0.305833,2.9849,174.195
9.36,0.301085,2.98485,174.24,0.305833,2.9849,174.195,0.471322,0.157079,0.301144,2.98538,174.285
9.37,0.296396,2.98532,174.33,0.301144,2.98538,174.285,0.471322,0.157079,0.296454,2.98585,174.375
9.38,0.291706,2.98578,174.42,0.296454,2.98585,174.375,0.471322,0.157079,0.291763,2.98631,174.465
9.39,0.287016,2.98624,174.51,0.291763,2.98631,174.465,0.471322,0.157079,0.287072,2.98676,174.555
9.4,0.282325,2.98669,174.6,0.287072,2.98676,174.555,0.471322,0.157079,0.28238,2.98721,174.645
9.41,0.277633,2.98713,174.69,0.28238,2.98721,174.645,0.471322,0.157079,0.277688,2.98765,174.735
9.42,0.272941,2.98756,174.78,0.277688,2.98765,174.735,0.471322,0.157079,0.272994,2.98808,174.825
9.43,0.268247,2.98798,174.87,0.272994,2.98808,174.825,0.471322,0.157079,0.2683,2.98851,174.915
9.44,0.263554,2.9884,174.96,0.2683,2.98851,174.915,0.471322,0.157079,0.263606,2.98893,175.005
9.45,0.258859,2.98881,175.05,0.263606,2.98893,175.005,0.471322,0.157079,0.25891,2.98934,175.095
9.46,0.254164,2.98921,175.14,0.25891,2.98934,175.095,0.471322,0.157079,0.254214,2.98974,175.185
9.47,0.249468,2.98961,175.23,0.254214,2.98974,175.185,0.471322,0.157079,0.249518,2.99013,175.275
9.48,0.244772,2.99,175.32,0.249518,2.99013,175.275,0.471322,0.157079,0.24482,2.99052,175.365
9.49,0.240075,2.99038,175.41,0.24482,2.99052,175.365,0.471322,0.157079,0.240123,2.9909,175.455
9.5,0.235377,2.99075,175.5,0.240123,2.9909,175.455,0.471322,0.157079,0.235424,2.99128,175.545
9.51,0.230679,2.99112,175.59,0.235424,2.99128,175.545,0.471322,0.157079,0.230725,2.99164,175.635
9.52,0.22598,2.99148,175.68,0.230725,2.99164,175.635,0.471322,0.157079,0.226026,2.992,175.725
9.53,0.221281,2.99183,175.77,0.226026,2.992,175.725,0.471322,0.157079,0.221326,2.99235,175.815
9.54,0.216581,2.99217,175.86,0.221326,2.99235,175.815,0.471322,0.157079,0.216625,2.9927,175.905
9.55,0.211881,2.99251,175.95,0.216625,2.9927,175.905,0.471322,0.157079,0.211924,2.99303,175.995
9.56,0.20718,2.99284,176.04,0.211924,2.99303,175.995,0.471322,0.157079,0.207222,2.99336,176.085
9.57,0.202479,2.99316,176.13,0.207222,2.99336,176.085,0.471322,0.157079,0.20252,2.99368,176.175
9.58,0.197777,2.99347,176.22,0.20252,2.99368,176.175,0.471322,0.157079,0.197817,2.994,176.265
9.59,0.193074,2.99378,176.31,0.197817,2.994,176.265,0.471322,0.157079,0.193114,2.99431,176.355
9.6,0.188372,2.99408,176.4,0.193114,2.99431,176.355,0.471322,0.157079,0.18841,2.99461,176.445
9.61,0.183668,2.99437,176.49,0.18841,2.99461,176.445,0.471322,0.157079,0.183706,2.9949,176.535
9.62,0.178964,2.99466,176.58,0.183706,2.9949,176.535,0.471322,0.157079,0.179002,2.99518,176.625
9.63,0.17426,2.99493,176.67,0.179002,2.99518,176.625,0.471322,0.157079,0.174297,2.99546,176.715
9.64,0.169556,2.9952,176.76,0.174297,2.99546,176.715,0.471322,0.157079,0.169591,2.99573,176.805
9.65,0.164851,2.99547,176.85,0.169591,2.99573,176.805,0.471322,0.157079,0.164885,2.99599,176.895
9.66,0.160145,2.99572,176.94,0.164885,2.99599,176.895,0.471322,0.157079,0.160179,2.99625,176.985
9.67,0.155439,2.99597,177.03,0.160179,2.99625,176.985,0.471322,0.157079,0.155472,2.9965,177.075
9.68,0.150733,2.99621,177.12,0.155472,2.9965,177.075,0.471322,0.157079,0.150765,2.99674,177.165
9.69,0.146026,2.99644,177.21,0.150765,2.99674,177.165,0.471322,0.157079,0.146058,2.99697,177.255
9.7,0.141319,2.99667,177.3,0.146058,2.99697,177.255,0.471322,0.157079,0.14135,2.9972,177.345
9.71,0.136612,2.99689,177.39,0.14135,2.9972,177.345,0.471322,0.15708,0.136642,2.99741,177.435
9.72,0.131904,2.9971,177.48,0.136642,2.99741,177.435,0.471322,0.15708,0.131933,2.99763,177.525
9.73,0.127196,2.9973,177.57,0.131933,2.99763,177.525,0.471322,0.15708,0.127224,2.99783,177.615
9.74,0.122488,2.9975,177.66,0.127224,2.99783,177.615,0.471322,0.15708,0.122515,2.99802,177.705
9.75,0.117779,2.99769,177.75,0.122515,2.99802,177.705,0.471322,0.15708,0.117806,2.99821,177.795
9.76,0.113071,2.99787,177.84,0.117806,2.99821,177.795,0.471322,0.15708,0.113096,2.99839,177.885
9.77,0.108361,2.99804,177.93,0.113096,2.99839,177.885,0.471322,0.15708,0.108386,2.99857,177.975
9.78,0.103652,2.99821,178.02,0.108386,2.99857,177.975,0.471322,0.15708,0.103676,2.99874,178.065
9.79,0.0989422,2.99837,178.11,0.103676,2.99874,178.065,0.471322,0.15708,0.0989653,2.99889,178.155
9.8,0.0942323,2.99852,178.2,0.0989653,2.99889,178.155,0.471322,0.15708,0.0942545,2.99905,178.245
9.81,0.0895221,2.99866,178.29,0.0942545,2.99905,178.245,0.471322,0.15708,0.0895435,2.99919,178.335
9.82,0.0848117,2.9988,178.38,0.0895435,2.99919,178.335,0.471322,0.15708,0.0848323,2.99933,178.425
9.83,0.0801011,2.99893,178.47,0.0848323,2.99933,178.425,0.471322,0.15708,0.0801208,2.99946,178.515
9.84,0.0753903,2.99905,178.56,0.0801208,2.99946,178.515,0.471322,0.15708,0.0754092,2.99958,178.605
9.85,0.0706793,2.99917,178.65,0.0754092,2.99958,178.605,0.471322,0.15708,0.0706974,2.99969,178.695
9.86,0.0659681,2.99927,178.74,0.0706974,2.99969,178.695,0.471322,0.15708,0.0659854,2.9998,178.785
9.87,0.0612568,2.99937,178.83,0.0659854,2.9998,178.785,0.471322,0.15708,0.0612732,2.9999,178.875
9.88,0.0565453,2.99947,178.92,0.0612732,2.9999,178.875,0.471322,0.15708,0.0565609,2.99999,178.965
9.89,0.0518337,2.99955,179.01,0.0565609,2.99999,178.965,0.471322,0.15708,0.0518485,3.00008,179.055
9.9,0.047122,2.99963,179.1,0.0518485,3.00008,179.055,0.471322,0.15708,0.0471359,3.00016,179.145
9.91,0.0424101,2.9997,179.19,0.0471359,3.00016,179.145,0.471322,0.15708,0.0424232,3.00023,179.235
9.92,0.0376981,2.99976,179.28,0.0424232,3.00023,179.235,0.471322,0.15708,0.0377104,3.00029,179.325
9.93,0.0329861,2.99982,179.37,0.0377104,3.00029,179.325,0.471322,0.15708,0.0329975,3.00035,179.415
9.94,0.0282739,2.99987,179.46,0.0329975,3.00035,179.415,0.471322,0.15708,0.0282846,3.00039,179.505
9.95,0.0235617,2.99991,179.55,0.0282846,3.00039,179.505,0.471322,0.15708,0.0235715,3.00043,179.595
9.96,0.0188494,2.99994,179.64,0.0235715,3.00043,179.595,0.471322,0.15708,0.0188584,3.00047,179.685
9.97,0.0141371,2.99997,179.73,0.0188584,3.00047,179.685,0.471322,0.15708,0.0141453,3.00049,179.775
9.98,0.00942476,2.99999,179.82,0.0141453,3.00049,179.775,0.471322,0.15708,0.00943209,3.00051,179.865
9.99,0.00471239,3,179.91,0.00943209,3.00051,179.865,0.471322,0.15708,0.00471889,3.00052,179.955
10,7.94536e-14,3,180,0.00471889,3.00052,179.955,0.471322,0.15708,5.67153e-06,3.00053,180.045
10.01,-0.00471239,3,180.09,5.67153e-06,3.00053,180.045,0.471322,0.15708,-0.00470754,3.00052,180.135
10.02,-0.00942476,2.99999,180.18,-0.00470754,3.00052,180.135,0.471322,0.15708,-0.00942075,3.00051,180.225
10.03,-0.0141371,2.99997,180.27,-0.00942075,3.00051,180.225,0.471322,0.15708,-0.0141339,3.00049,180.315
10.04,-0.0188494,2.99994,180.36,-0.0141339,3.00049,180.315,0.471322,0.15708,-0.0188471,3.00047,180.405
10.05,-0.0235617,2.99991,180.45,-0.0188471,3.00047,180.405,0.471322,0.15708,-0.0235602,3.00043,180.495
10.06,-0.0282739,2.99987,180.54,-0.0235602,3.00043,180.495,0.471322,0.15708,-0.0282732,3.00039,180.585
10.07,-0.0329861,2.99982,180.63,-0.0282732,3.00039,180.585,0.471322,0.15708,-0.0329862,3.00035,180.675
10.08,-0.0376981,2.99976,180.72,-0.0329862,3.00035,180.675,0.471322,0.15708,-0.0376991,3.00029,180.765
10.09,-0.0424101,2.9997,180.81,-0.0376991,3.00029,180.765,0.471322,0.15708,-0.0424119,3.00023,180.855
10.1,-0.047122,2.99963,180.9,-0.0424119,3.00023,180.855,0.471322,0.15708,-0.0471246,3.00016,180.945
10.11,-0.0518337,2.99955,180.99,-0.0471246,3.00016,180.945,0.471322,0.15708,-0.0518371,3.00008,181.035
10.12,-0.0565453,2.99947,181.08,-0.0518371,3.00008,181.035,0.471322,0.15708,-0.0565496,2.99999,181.125
10.13,-0.0612568,2.99937,181.17,-0.0565496,2.99999,181.125,0.471322,0.15708,-0.0612619,2.9999,181.215
10.14,-0.0659681,2.99927,181.26,-0.0612619,2.9999,181.215,0.471322,0.15708,-0.065974,2.9998,181.305
10.15,-0.0706793,2.99917,181.35,-0.065974,2.9998,181.305,0.471322,0.15708,-0.070686,2.99969,181.395
10.16,-0.0753903,2.99905,181.44,-0.070686,2.99969,181.395,0.471322,0.15708,-0.0753979,2.99958,181.485
10.17,-0.0801011,2.99893,181.53,-0.0753979,2.99958,181.485,0.471322,0.15708,-0.0801095,2.99946,181.575
10.18,-0.0848117,2.9988,181.62,-0.0801095,2.99946,181.575,0.471322,0.15708,-0.0848209,2.99933,181.665
10.19,-0.0895221,2.99866,181.71,-0.0848209,2.99933,181.665,0.471322,0.15708,-0.0895322,2.99919,181.755
10.2,-0.0942323,2.99852,181.8,-0.0895322,2.99919,181.755,0.471322,0.15708,-0.0942432,2.99905,181.845
10.21,-0.0989422,2.99837,181.89,-0.0942432,2.99905,181.845,0.471322,0.15708,-0.0989539,2.99889,181.935
10.22,-0.103652,2.99821,181.98,-0.0989539,2.99889,181.935,0.471322,0.15708,-0.103664,2.99874,182.025
10.23,-0.108361,2.99804,182.07,-0.103664,2.99874,182.025,0.471322,0.15708,-0.108375,2.99857,182.115
10.24,-0.113071,2.99787,182.16,-0.108375,2.99857,182.115,0.471322,0.15708,-0.113085,2.9984,182.205
10.25,-0.117779,2.99769,182.25,-0.113085,2.9984,182.205,0.471322,0.15708,-0.117794,2.99821,182.295
10.26,-0.122488,2.9975,182.34,-0.117794,2.99821,182.295,0.471322,0.15708,-0.122504,2.99803,182.385
10.27,-0.127196,2.9973,182.43,-0.122504,2.99803,182.385,0.471322,0.15708,-0.127213,2.99783,182.475
10.28,-0.131904,2.9971,182.52,-0.127213,2.99783,182.475,0.471322,0.15708,-0.131922,2.99763,182.565
10.29,-0.136612,2.99689,182.61,-0.131922,2.99763,182.565,0.471322,0.15708,-0.13663,2.99741,182.655
10.3,-0.141319,2.99667,182.7,-0.13663,2.99741,182.655,0.471322,0.15708,-0.141339,2.9972,182.745
10.31,-0.146026,2.99644,182.79,-0.141339,2.9972,182.745,0.471322,0.15708,-0.146046,2.99697,182.835
10.32,-0.150733,2.99621,182.88,-0.146046,2.99697,182.835,0.471322,0.15708,-0.150754,2.99674,182.925
10.33,-0.155439,2.99597,182.97,-0.150754,2.99674,182.925,0.471322,0.15708,-0.155461,2.9965,183.015
10.34,-0.160145,2.99572,183.06,-0.155461,2.9965,183.015,0.471322,0.15708,-0.160168,2.99625,183.105
10.35,-0.164851,2.99547,183.15,-0.160168,2.99625,183.105,0.471322,0.15708,-0.164874,2.99599,183.195
10.36,-0.169556,2.9952,183.24,-0.164874,2.99599,183.195,0.471322,0.15708,-0.16958,2.99573,183.285
10.37,-0.17426,2.99493,183.33,-0.16958,2.99573,183.285,0.471322,0.15708,-0.174285,2.99546,183.375
10.38,-0.178964,2.99466,183.42,-0.174285,2.99546,183.375,0.471322,0.15708,-0.17899,2.99518,183.465
10.39,-0.183668,2.99437,183.51,-0.17899,2.99518,183.465,0.471322,0.15708,-0.183695,2.9949,183.555
10.4,-0.188372,2.99408,183.6,-0.183695,2.9949,183.555,0.471322,0.15708,-0.188399,2.99461,183.645
10.41,-0.193074,2.99378,183.69,-0.188399,2.99461,183.645,0.471322,0.15708,-0.193103,2.99431,183.735
10.42,-0.197777,2.99347,183.78,-0.193103,2.99431,183.735,0.471322,0.15708,-0.197806,2.994,183.825
10.43,-0.202479,2.99316,183.87,-0.197806,2.994,183.825,0.471322,0.15708,-0.202509,2.99369,183.915
10.44,-0.20718,2.99284,183.96,-0.202509,2.99369,183.915,0.471322,0.15708,-0.207211,2.99336,184.005
10.45,-0.211881,2.99251,184.05,-0.207211,2.99336,184.005,0.471322,0.15708,-0.211913,2.99303,184.095
10.46,-0.216581,2.99217,184.14,-0.211913,2.99303,184.095,0.471322,0.15708,-0.216614,2.9927,184.185
10.47,-0.221281,2.99183,184.23,-0.216614,2.9927,184.185,0.471322,0.15708,-0.221314,2.99235,184.275
10.48,-0.22598,2.99148,184.32,-0.221314,2.99235,184.275,0.471322,0.15708,-0.226014,2.992,184.365
10.49,-0.230679,2.99112,184.41,-0.226014,2.992,184.365,0.471322,0.15708,-0.230714,2.99164,184.455
10.5,-0.235377,2.99075,184.5,-0.230714,2.99164,184.455,0.471322,0.15708,-0.235413,2.99128,184.545
10.51,-0.240075,2.99038,184.59,-0.235413,2.99128,184.545,0.471322,0.15708,-0.240111,2.9909,184.635
10.52,-0.244772,2.99,184.68,-0.240111,2.9909,184.635,0.471322,0.15708,-0.244809,2.99052,184.725
10.53,-0.249468,2.98961,184.77,-0.244809,2.99052,184.725,0.471322,0.15708,-0.249506,2.99014,184.815
10.54,-0.254164,2.98921,184.86,-0.249506,2.99014,184.815,0.471322,0.15708,-0.254203,2.98974,184.905
10.55,-0.258859,2.98881,184.95,-0.254203,2.98974,184.905,0.471322,0.15708,-0.258899,2.98934,184.995
10.56,-0.263554,2.9884,185.04,-0.258899,2.98934,184.995,0.471322,0.15708,-0.263594,2.98893,185.085
10.57,-0.268247,2.98798,185.13,-0.263594,2.98893,185.085,0.471322,0.15708,-0.268289,2.98851,185.175
10.58,-0.272941,2.98756,185.22,-0.268289,2.98851,185.175,0.471322,0.15708,-0.272983,2.98808,185.265
10.59,-0.277633,2.98713,185.31,-0.272983,2.98808,185.265,0.471322,0.15708,-0.277676,2.98765,185.355
10.6,-0.282325,2.98669,185.4,-0.277676,2.98765,185.355,0.471322,0.15708,-0.282369,2.98721,185.445
10.61,-0.287016,2.98624,185.49,-0.282369,2.98721,185.445,0.471322,0.15708,-0.287061,2.98676,185.535
10.62,-0.291706,2.98578,185.58,-0.287061,2.98676,185.535,0.471322,0.15708,-0.291752,2.98631,185.625
10.63,-0.296396,2.98532,185.67,-0.291752,2.98631,185.625,0.471322,0.15708,-0.296443,2.98585,185.715
10.64,-0.301085,2.98485,185.76,-0.296443,2.98585,185.715,0.471322,0.15708,-0.301132,2.98538,185.805
10.65,-0.305773,2.98438,185.85,-0.301132,2.98538,185.805,0.471322,0.15708,-0.305821,2.9849,185.895
10.66,-0.310461,2.98389,185.94,-0.305821,2.9849,185.895,0.471322,0.15708,-0.31051,2.98442,185.985
10.67,-0.315148,2.9834,186.03,-0.31051,2.98442,185.985,0.471322,0.15708,-0.315197,2.98393,186.075
10.68,-0.319833,2.9829,186.12,-0.315197,2.98393,186.075,0.471322,0.15708,-0.319884,2.98343,186.165
10.69,-0.324519,2.9824,186.21,-0.319884,2.98343,186.165,0.471322,0.15708,-0.32457,2.98292,186.255
10.7,-0.329203,2.98188,186.3,-0.32457,2.98292,186.255,0.471322,0.15708,-0.329255,2.98241,186.345
10.71,-0.333886,2.98136,186.39,-0.329255,2.98241,186.345,0.471322,0.15708,-0.333939,2.98189,186.435
10.72,-0.338569,2.98083,186.48,-0.333939,2.98189,186.435,0.471322,0.15708,-0.338623,2.98136,186.525
