time,x_ref,y_ref,yaw_ref,x,y,yaw,v,w,x_next,y_next,yaw_next
17.62,-2.79279,1.09561,248.58,-2.79155,1.10019,248.535,0.471322,0.15708,-2.79327,1.0958,248.625
17.63,-2.7945,1.09122,248.67,-2.79327,1.0958,248.625,0.471322,0.15708,-2.79499,1.09141,248.715
17.64,-2.79621,1.08683,248.76,-2.79499,1.09141,248.715,0.471322,0.15708,-2.7967,1.08702,248.805
17.65,-2.79792,1.08243,248.85,-2.7967,1.08702,248.805,0.471322,0.15708,-2.79841,1.08263,248.895
17.66,-2.79961,1.07804,248.94,-2.79841,1.08263,248.895,0.471322,0.15708,-2.8001,1.07823,248.985
17.67,-2.8013,1.07364,249.03,-2.8001,1.07823,248.985,0.471322,0.15708,-2.80179,1.07383,249.075
17.68,-2.80299,1.06924,249.12,-2.80179,1.07383,249.075,0.471322,0.15708,-2.80348,1.06943,249.165
17.69,-2.80466,1.06483,249.21,-2.80348,1.06943,249.165,0.471322,0.15708,-2.80515,1.06502,249.255
17.7,-2.80633,1.06042,249.3,-2.80515,1.06502,249.255,0.471322,0.15708,-2.80682,1.06062,249.345
17.71,-2.80799,1.05602,249.39,-2.80682,1.06062,249.345,0.471322,0.15708,-2.80849,1.05621,249.435
17.72,-2.80965,1.0516,249.48,-2.80849,1.05621,249.435,0.471322,0.15708,-2.81014,1.05179,249.525
17.73,-2.8113,1.04719,249.57,-2.81014,1.05179,249.525,0.471322,0.15708,-2.81179,1.04738,249.615
17.74,-2.81294,1.04277,249.66,-2.81179,1.04738,249.615,0.471322,0.15708,-2.81343,1.04296,249.705
17.75,-2.81457,1.03835,249.75,-2.81343,1.04296,249.705,0.471322,0.15708,-2.81507,1.03854,249.795
17.76,-2.8162,1.03393,249.84,-2.81507,1.03854,249.795,0.471322,0.15708,-2.81669,1.03412,249.885
17.77,-2.81782,1.0295,249.93,-2.81669,1.03412,249.885,0.471322,0.15708,-2.81832,1.02969,249.975
17.78,-2.81944,1.02508,250.02,-2.81832,1.02969,249.975,0.471322,0.15708,-2.81993,1.02526,250.065
17.79,-2.82104,1.02065,250.11,-2.81993,1.02526,250.065,0.471322,0.15708,-2.82154,1.02083,250.155
17.8,-2.82264,1.01621,250.2,-2.82154,1.02083,250.155,0.471322,0.15708,-2.82314,1.0164,250.245
17.81,-2.82424,1.01178,250.29,-2.82314,1.0164,250.245,0.471322,0.15708,-2.82473,1.01196,250.335
17.82,-2.82582,1.00734,250.38,-2.82473,1.01196,250.335,0.471322,0.15708,-2.82632,1.00752,250.425
17.83,-2.8274,1.0029,250.47,-2.82632,1.00752,250.425,0.471322,0.15708,-2.82789,1.00308,250.515
17.84,-2.82897,0.998459,250.56,-2.82789,1.00308,250.515,0.471322,0.15708,-2.82947,0.998639,250.605
17.85,-2.83054,0.994014,250.65,-2.82947,0.998639,250.605,0.471322,0.15708,-2.83103,0.994194,250.695
17.86,-2.83209,0.989566,250.74,-2.83103,0.994194,250.695,0.471322,0.15708,-2.83259,0.989745,250.785
17.87,-2.83365,0.985116,250.83,-2.83259,0.989745,250.785,0.471322,0.15708,-2.83414,0.985295,250.875
17.88,-2.83519,0.980664,250.92,-2.83414,0.985295,250.875,0.471322,0.15708,-2.83569,0.980842,250.965
17.89,-2.83673,0.976209,251.01,-2.83569,0.980842,250.965,0.471322,0.15708,-2.83722,0.976386,251.055
17.9,-2.83826,0.971752,251.1,-2.83722,0.976386,251.055,0.471322,0.15708,-2.83875,0.971928,251.145
17.91,-2.83978,0.967293,251.19,-2.83875,0.971928,251.145,0.471322,0.15708,-2.84028,0.967468,251.235
17.92,-2.84129,0.962831,251.28,-2.84028,0.967468,251.235,0.471322,0.15708,-2.84179,0.963005,251.325
17.93,-2.8428,0.958367,251.37,-2.84179,0.963005,251.325,0.471322,0.15708,-2.8433,0.95854,251.415
17.94,-2.84431,0.9539,251.46,-2.8433,0.95854,251.415,0.471322,0.15708,-2.8448,0.954073,251.505
17.95,-2.8458,0.949431,251.55,-2.8448,0.954073,251.505,0.471322,0.15708,-2.8463,0.949603,251.595
17.96,-2.84729,0.94496,251.64,-2.8463,0.949603,251.595,0.471322,0.15708,-2.84779,0.945131,251.685
17.97,-2.84877,0.940486,251.73,-2.84779,0.945131,251.685,0.471322,0.15708,-2.84927,0.940656,251.775
17.98,-2.85024,0.93601,251.82,-2.84927,0.940656,251.775,0.471322,0.15708,-2.85074,0.93618,251.865
17.99,-2.85171,0.931532,251.91,-2.85074,0.93618,251.865,0.471322,0.15708,-2.85221,0.931701,251.955
18,-2.85317,0.927051,252,-2.85221,0.931701,251.955,0.471322,0.15708,-2.85367,0.927219,252.045
18.01,-2.85462,0.922568,252.09,-2.85367,0.927219,252.045,0.471322,0.15708,-2.85512,0.922736,252.135
18.02,-2.85607,0.918083,252.18,-2.85512,0.922736,252.135,0.471322,0.15708,-2.85657,0.91825,252.225
18.03,-2.85751,0.913595,252.27,-2.85657,0.91825,252.225,0.471322,0.15708,-2.85801,0.913761,252.315
18.04,-2.85894,0.909106,252.36,-2.85801,0.913761,252.315,0.471322,0.15708,-2.85944,0.909271,252.405
18.05,-2.86036,0.904614,252.45,-2.85944,0.909271,252.405,0.471322,0.15708,-2.86086,0.904778,252.495
18.06,-2.86178,0.90012,252.54,-2.86086,0.904778,252.495,0.471322,0.15708,-2.86228,0.900283,252.585
18.07,-2.86319,0.895623,252.63,-2.86228,0.900283,252.585,0.471322,0.15708,-2.86369,0.895786,252.675
18.08,-2.86459,0.891125,252.72,-2.86369,0.895786,252.675,0.471322,0.15708,-2.8651,0.891287,252.765
18.09,-2.86599,0.886624,252.81,-2.8651,0.891287,252.765,0.471322,0.15708,-2.86649,0.886785,252.855
18.1,-2.86738,0.882121,252.9,-2.86649,0.886785,252.855,0.471322,0.15708,-2.86788,0.882281,252.945
18.11,-2.86876,0.877616,252.99,-2.86788,0.882281,252.945,0.471322,0.15708,-2.86926,0.877775,253.035
18.12,-2.87014,0.873109,253.08,-2.86926,0.877775,253.035,0.471322,0.15708,-2.87064,0.873267,253.125
18.13,-2.8715,0.868599,253.17,-2.87064,0.873267,253.125,0.471322,0.15708,-2.87201,0.868757,253.215
18.14,-2.87286,0.864087,253.26,-2.87201,0.868757,253.215,0.471322,0.15708,-2.87337,0.864245,253.305
18.15,-2.87422,0.859574,253.35,-2.87337,0.864245,253.305,0.471322,0.15708,-2.87472,0.85973,253.395
18.16,-2.87557,0.855058,253.44,-2.87472,0.85973,253.395,0.471322,0.15708,-2.87607,0.855213,253.485
18.17,-2.8769,0.85054,253.53,-2.87607,0.855213,253.485,0.471322,0.15708,-2.87741,0.850695,253.575
18.18,-2.87824,0.84602,253.62,-2.87741,0.850695,253.575,0.471322,0.15708,-2.87874,0.846174,253.665
18.19,-2.87956,0.841498,253.71,-2.87874,0.846174,253.665,0.471322,0.15708,-2.88007,0.841651,253.755
18.2,-2.88088,0.836973,253.8,-2.88007,0.841651,253.755,0.471322,0.15708,-2.88139,0.837126,253.845
18.21,-2.88219,0.832447,253.89,-2.88139,0.837126,253.845,0.471322,0.15708,-2.8827,0.832599,253.935
18.22,-2.8835,0.827919,253.98,-2.8827,0.832599,253.935,0.471322,0.15708,-2.884,0.82807,254.025
18.23,-2.88479,0.823388,254.07,-2.884,0.82807,254.025,0.471322,0.15708,-2.8853,0.823538,254.115
18.24,-2.88608,0.818856,254.16,-2.8853,0.823538,254.115,0.471322,0.15708,-2.88659,0.819005,254.205
18.25,-2.88737,0.814321,254.25,-2.88659,0.819005,254.205,0.471322,0.15708,-2.88787,0.81447,254.295
18.26,-2.88864,0.809785,254.34,-2.88787,0.81447,254.295,0.471322,0.15708,-2.88915,0.809933,254.385
18.27,-2.88991,0.805246,254.43,-2.88915,0.809933,254.385,0.471322,0.15708,-2.89042,0.805393,254.475
18.28,-2.89117,0.800706,254.52,-2.89042,0.805393,254.475,0.471322,0.15708,-2.89168,0.800852,254.565
18.29,-2.89243,0.796164,254.61,-2.89168,0.800852,254.565,0.471322,0.15708,-2.89293,0.796309,254.655
18.3,-2.89367,0.791619,254.7,-2.89293,0.796309,254.655,0.471322,0.15708,-2.89418,0.791764,254.745
18.31,-2.89491,0.787073,254.79,-2.89418,0.791764,254.745,0.471322,0.15708,-2.89542,0.787217,254.835
18.32,-2.89614,0.782525,254.88,-2.89542,0.787217,254.835,0.471322,0.15708,-2.89665,0.782667,254.925
18.33,-2.89737,0.777974,254.97,-2.89665,0.782667,254.925,0.471322,0.15708,-2.89788,0.778116,255.015
18.34,-2.89859,0.773422,255.06,-2.89788,0.778116,255.015,0.471322,0.15708,-2.8991,0.773563,255.105
18.35,-2.8998,0.768868,255.15,-2.8991,0.773563,255.105,0.471322,0.15708,-2.90031,0.769009,255.195
18.36,-2.901,0.764312,255.24,-2.90031,0.769009,255.195,0.471322,0.15708,-2.90151,0.764452,255.285
18.37,-2.9022,0.759754,255.33,-2.90151,0.764452,255.285,0.471322,0.15708,-2.90271,0.759893,255.375
18.38,-2.90339,0.755195,255.42,-2.90271,0.759893,255.375,0.471322,0.15708,-2.9039,0.755333,255.465
18.39,-2.90457,0.750633,255.51,-2.9039,0.755333,255.465,0.471322,0.15708,-2.90508,0.75077,255.555
18.4,-2.90575,0.74607,255.6,-2.90508,0.75077,255.555,0.471322,0.15708,-2.90626,0.746206,255.645
18.41,-2.90692,0.741504,255.69,-2.90626,0.746206,255.645,0.471322,0.15708,-2.90743,0.74164,255.735
18.42,-2.90808,0.736937,255.78,-2.90743,0.74164,255.735,0.471322,0.15708,-2.90859,0.737072,255.825
18.43,-2.90923,0.732368,255.87,-2.90859,0.737072,255.825,0.471322,0.15708,-2.90974,0.732503,255.915
18.44,-2.91038,0.727798,255.96,-2.90974,0.732503,255.915,0.471322,0.15708,-2.91089,0.727931,256.005
18.45,-2.91152,0.723225,256.05,-2.91089,0.727931,256.005,0.471322,0.15708,-2.91203,0.723358,256.095
18.46,-2.91265,0.718651,256.14,-2.91203,0.723358,256.095,0.471322,0.15708,-2.91316,0.718783,256.185
18.47,-2.91378,0.714075,256.23,-2.91316,0.718783,256.185,0.471322,0.15708,-2.91429,0.714206,256.275
18.48,-2.9149,0.709497,256.32,-2.91429,0.714206,256.275,0.471322,0.15708,-2.91541,0.709627,256.365
18.49,-2.91601,0.704917,256.41,-2.91541,0.709627,256.365,0.471322,0.15708,-2.91652,0.705047,256.455
18.5,-2.91711,0.700336,256.5,-2.91652,0.705047,256.455,0.471322,0.15708,-2.91762,0.700465,256.545
18.51,-2.91821,0.695753,256.59,-2.91762,0.700465,256.545,0.471322,0.15708,-2.91872,0.695881,256.635
18.52,-2.9193,0.691168,256.68,-2.91872,0.695881,256.635,0.471322,0.15708,-2.91981,0.691295,256.725
18.53,-2.92038,0.686582,256.77,-2.91981,0.691295,256.725,0.471322,0.15708,-2.92089,0.686708,256.815
18.54,-2.92145,0.681994,256.86,-2.92089,0.686708,256.815,0.471322,0.15708,-2.92196,0.682119,256.905
18.55,-2.92252,0.677404,256.95,-2.92196,0.682119,256.905,0.471322,0.15708,-2.92303,0.677528,256.995
18.56,-2.92358,0.672812,257.04,-2.92303,0.677528,256.995,0.471322,0.15708,-2.92409,0.672936,257.085
18.57,-2.92463,0.668219,257.13,-2.92409,0.672936,257.085,0.471322,0.15708,-2.92515,0.668342,257.175
18.58,-2.92568,0.663624,257.22,-2.92515,0.668342,257.175,0.471322,0.15708,-2.92619,0.663746,257.265
18.59,-2.92672,0.659028,257.31,-2.92619,0.663746,257.265,0.471322,0.15708,-2.92723,0.659149,257.355
18.6,-2.92775,0.65443,257.4,-2.92723,0.659149,257.355,0.471322,0.15708,-2.92826,0.65455,257.445
18.61,-2.92877,0.64983,257.49,-2.92826,0.65455,257.445,0.471322,0.15708,-2.92929,0.64995,257.535
18.62,-2.92979,0.645229,257.58,-2.92929,0.64995,257.535,0.471322,0.15708,-2.93031,0.645348,257.625
18.63,-2.9308,0.640626,257.67,-2.93031,0.645348,257.625,0.471322,0.15708,-2.93132,0.640744,257.715
18.64,-2.9318,0.636021,257.76,-2.93132,0.640744,257.715,0.471322,0.15708,-2.93232,0.636139,257.805
18.65,-2.9328,0.631415,257.85,-2.93232,0.636139,257.805,0.471322,0.15708,-2.93331,0.631532,257.895
18.66,-2.93379,0.626808,257.94,-2.93331,0.631532,257.895,0.471322,0.15708,-2.9343,0.626923,257.985
18.67,-2.93477,0.622199,258.03,-2.9343,0.626923,257.985,0.471322,0.15708,-2.93528,0.622313,258.075
18.68,-2.93574,0.617588,258.12,-2.93528,0.622313,258.075,0.471322,0.15708,-2.93626,0.617702,258.165
18.69,-2.93671,0.612976,258.21,-2.93626,0.617702,258.165,0.471322,0.15708,-2.93722,0.613089,258.255
18.7,-2.93767,0.608362,258.3,-2.93722,0.613089,258.255,0.471322,0.15708,-2.93818,0.608474,258.345
18.71,-2.93862,0.603747,258.39,-2.93818,0.608474,258.345,0.471322,0.15708,-2.93914,0.603858,258.435
18.72,-2.93957,0.59913,258.48,-2.93914,0.603858,258.435,0.471322,0.15708,-2.94008,0.599241,258.525
18.73,-2.9405,0.594512,258.57,-2.94008,0.599241,258.525,0.471322,0.15708,-2.94102,0.594622,258.615
18.74,-2.94143,0.589892,258.66,-2.94102,0.594622,258.615,0.471322,0.15708,-2.94195,0.590001,258.705
18.75,-2.94236,0.585271,258.75,-2.94195,0.590001,258.705,0.471322,0.15708,-2.94287,0.585379,258.795
18.76,-2.94327,0.580648,258.84,-2.94287,0.585379,258.795,0.471322,0.15708,-2.94379,0.580756,258.885
18.77,-2.94418,0.576024,258.93,-2.94379,0.580756,258.885,0.471322,0.15708,-2.9447,0.576131,258.975
18.78,-2.94508,0.571399,259.02,-2.9447,0.576131,258.975,0.471322,0.15708,-2.9456,0.571505,259.065
18.79,-2.94598,0.566772,259.11,-2.9456,0.571505,259.065,0.471322,0.15708,-2.94649,0.566877,259.155
18.8,-2.94686,0.562144,259.2,-2.94649,0.566877,259.155,0.471322,0.15708,-2.94738,0.562248,259.245
18.81,-2.94774,0.557514,259.29,-2.94738,0.562248,259.245,0.471322,0.15708,-2.94826,0.557618,259.335
18.82,-2.94861,0.552883,259.38,-2.94826,0.557618,259.335,0.471322,0.15708,-2.94913,0.552986,259.425
18.83,-2.94948,0.548251,259.47,-2.94913,0.552986,259.425,0.471322,0.15708,-2.95,0.548353,259.515
18.84,-2.95034,0.543617,259.56,-2.95,0.548353,259.515,0.471322,0.15708,-2.95085,0.543718,259.605
18.85,-2.95119,0.538982,259.65,-2.95085,0.543718,259.605,0.471322,0.15708,-2.9517,0.539082,259.695
18.86,-2.95203,0.534346,259.74,-2.9517,0.539082,259.695,0.471322,0.15708,-2.95255,0.534445,259.785
18.87,-2.95286,0.529708,259.83,-2.95255,0.534445,259.785,0.471322,0.15708,-2.95338,0.529807,259.875
18.88,-2.95369,0.525069,259.92,-2.95338,0.529807,259.875,0.471322,0.15708,-2.95421,0.525167,259.965
18.89,-2.95451,0.520429,260.01,-2.95421,0.525167,259.965,0.471322,0.15708,-2.95503,0.520526,260.055
18.9,-2.95533,0.515787,260.1,-2.95503,0.520526,260.055,0.471322,0.15708,-2.95585,0.515883,260.145
18.91,-2.95613,0.511144,260.19,-2.95585,0.515883,260.145,0.471322,0.15708,-2.95665,0.51124,260.235
18.92,-2.95693,0.5065,260.28,-2.95665,0.51124,260.235,0.471322,0.15708,-2.95745,0.506595,260.325
18.93,-2.95773,0.501855,260.37,-2.95745,0.506595,260.325,0.471322,0.15708,-2.95824,0.501949,260.415
18.94,-2.95851,0.497208,260.46,-2.95824,0.501949,260.415,0.471322,0.15708,-2.95903,0.497301,260.505
18.95,-2.95929,0.492561,260.55,-2.95903,0.497301,260.505,0.471322,0.15708,-2.95981,0.492653,260.595
18.96,-2.96006,0.487911,260.64,-2.95981,0.492653,260.595,0.471322,0.15708,-2.96058,0.488003,260.685
18.97,-2.96082,0.483261,260.73,-2.96058,0.488003,260.685,0.471322,0.15708,-2.96134,0.483352,260.775
18.98,-2.96158,0.47861,260.82,-2.96134,0.483352,260.775,0.471322,0.15708,-2.9621,0.478699,260.865
18.99,-2.96232,0.473957,260.91,-2.9621,0.478699,260.865,0.471322,0.15708,-2.96284,0.474046,260.955
19,-2.96307,0.469303,261,-2.96284,0.474046,260.955,0.471322,0.15708,-2.96358,0.469391,261.045
19.01,-2.9638,0.464648,261.09,-2.96358,0.469391,261.045,0.471322,0.15708,-2.96432,0.464736,261.135
19.02,-2.96452,0.459992,261.18,-2.96432,0.464736,261.135,0.471322,0.15708,-2.96504,0.460079,261.225
19.03,-2.96524,0.455335,261.27,-2.96504,0.460079,261.225,0.471322,0.15708,-2.96576,0.455421,261.315
19.04,-2.96596,0.450677,261.36,-2.96576,0.455421,261.315,0.471322,0.15708,-2.96648,0.450762,261.405
19.05,-2.96666,0.446017,261.45,-2.96648,0.450762,261.405,0.471322,0.15708,-2.96718,0.446101,261.495
19.06,-2.96736,0.441357,261.54,-2.96718,0.446101,261.495,0.471322,0.15708,-2.96788,0.44144,261.585
19.07,-2.96805,0.436695,261.63,-2.96788,0.44144,261.585,0.471322,0.15708,-2.96857,0.436777,261.675
19.08,-2.96873,0.432032,261.72,-2.96857,0.436777,261.675,0.471322,0.15708,-2.96925,0.432114,261.765
19.09,-2.9694,0.427369,261.81,-2.96925,0.432114,261.765,0.471322,0.15708,-2.96992,0.427449,261.855
19.1,-2.97007,0.422704,261.9,-2.96992,0.427449,261.855,0.471322,0.15708,-2.97059,0.422784,261.945
19.11,-2.97073,0.418038,261.99,-2.97059,0.422784,261.945,0.471322,0.15708,-2.97125,0.418117,262.035
19.12,-2.97138,0.413371,262.08,-2.97125,0.418117,262.035,0.471322,0.15708,-2.97191,0.413449,262.125
19.13,-2.97203,0.408703,262.17,-2.97191,0.413449,262.125,0.471322,0.15708,-2.97255,0.40878,262.215
19.14,-2.97267,0.404034,262.26,-2.97255,0.40878,262.215,0.471322,0.15708,-2.97319,0.404111,262.305
19.15,-2.9733,0.399364,262.35,-2.97319,0.404111,262.305,0.471322,0.15708,-2.97382,0.39944,262.395
19.16,-2.97392,0.394693,262.44,-2.97382,0.39944,262.395,0.471322,0.15708,-2.97444,0.394768,262.485
19.17,-2.97454,0.390021,262.53,-2.97444,0.394768,262.485,0.471322,0.15708,-2.97506,0.390095,262.575
19.18,-2.97515,0.385348,262.62,-2.97506,0.390095,262.575,0.471322,0.15708,-2.97567,0.385422,262.665
19.19,-2.97575,0.380674,262.71,-2.97567,0.385422,262.665,0.471322,0.15708,-2.97627,0.380747,262.755
19.2,-2.97634,0.376,262.8,-2.97627,0.380747,262.755,0.471322,0.15708,-2.97687,0.376071,262.845
19.21,-2.97693,0.371324,262.89,-2.97687,0.376071,262.845,0.471322,0.15708,-2.97745,0.371395,262.935
19.22,-2.97751,0.366647,262.98,-2.97745,0.371395,262.935,0.471322,0.15708,-2.97803,0.366717,263.025
19.23,-2.97808,0.36197,263.07,-2.97803,0.366717,263.025,0.471322,0.15708,-2.97861,0.362039,263.115
19.24,-2.97865,0.357291,263.16,-2.97861,0.362039,263.115,0.471322,0.15708,-2.97917,0.35736,263.205
19.25,-2.97921,0.352612,263.25,-2.97917,0.35736,263.205,0.471322,0.15708,-2.97973,0.35268,263.295
19.26,-2.97976,0.347932,263.34,-2.97973,0.35268,263.295,0.471322,0.15708,-2.98028,0.347999,263.385
19.27,-2.9803,0.343251,263.43,-2.98028,0.347999,263.385,0.471322,0.15708,-2.98082,0.343317,263.475
19.28,-2.98083,0.338569,263.52,-2.98082,0.343317,263.475,0.471322,0.15708,-2.98136,0.338634,263.565
19.29,-2.98136,0.333886,263.61,-2.98136,0.338634,263.565,0.471322,0.15708,-2.98189,0.333951,263.655
19.3,-2.98188,0.329203,263.7,-2.98189,0.333951,263.655,0.471322,0.15708,-2.98241,0.329266,263.745
19.31,-2.9824,0.324519,263.79,-2.98241,0.329266,263.745,0.471322,0.15708,-2.98292,0.324581,263.835
19.32,-2.9829,0.319833,263.88,-2.98292,0.324581,263.835,0.471322,0.15708,-2.98343,0.319895,263.925
19.33,-2.9834,0.315148,263.97,-2.98343,0.319895,263.925,0.471322,0.15708,-2.98392,0.315209,264.015
19.34,-2.98389,0.310461,264.06,-2.98392,0.315209,264.015,0.471322,0.15708,-2.98442,0.310521,264.105
19.35,-2.98438,0.305773,264.15,-2.98442,0.310521,264.105,0.471322,0.15708,-2.9849,0.305833,264.195
19.36,-2.98485,0.301085,264.24,-2.9849,0.305833,264.195,0.471322,0.15708,-2.98538,0.301144,264.285
19.37,-2.98532,0.296396,264.33,-2.98538,0.301144,264.285,0.471322,0.15708,-2.98585,0.296454,264.375
19.38,-2.98578,0.291706,264.42,-2.98585,0.296454,264.375,0.471322,0.15708,-2.98631,0.291763,264.465
19.39,-2.98624,0.287016,264.51,-2.98631,0.291763,264.465,0.471322,0.15708,-2.98676,0.287072,264.555
19.4,-2.98669,0.282325,264.6,-2.98676,0.287072,264.555,0.471322,0.15708,-2.98721,0.28238,264.645
19.41,-2.98713,0.277633,264.69,-2.98721,0.28238,264.645,0.471322,0.15708,-2.98765,0.277688,264.735
19.42,-2.98756,0.272941,264.78,-2.98765,0.277688,264.735,0.471322,0.15708,-2.98808,0.272994,264.825
19.43,-2.98798,0.268247,264.87,-2.98808,0.272994,264.825,0.471322,0.15708,-2.98851,0.2683,264.915
19.44,-2.9884,0.263554,264.96,-2.98851,0.2683,264.915,0.471322,0.15708,-2.98893,0.263606,265.005
19.45,-2.98881,0.258859,265.05,-2.98893,0.263606,265.005,0.471322,0.15708,-2.98934,0.25891,265.095
19.46,-2.98921,0.254164,265.14,-2.98934,0.25891,265.095,0.471322,0.15708,-2.98974,0.254214,265.185
19.47,-2.98961,0.249468,265.23,-2.98974,0.254214,265.185,0.471322,0.15708,-2.99013,0.249518,265.275
19.48,-2.99,0.244772,265.32,-2.99013,0.249518,265.275,0.471322,0.15708,-2.99052,0.24482,265.365
19.49,-2.99038,0.240075,265.41,-2.99052,0.24482,265.365,0.471322,0.15708,-2.9909,0.240123,265.455
19.5,-2.99075,0.235377,265.5,-2.9909,0.240123,265.455,0.471322,0.15708,-2.99128,0.235424,265.545
19.51,-2.99112,0.230679,265.59,-2.99128,0.235424,265.545,0.471322,0.15708,-2.99164,0.230725,265.635
19.52,-2.99148,0.22598,265.68,-2.99164,0.230725,265.635,0.471322,0.15708,-2.992,0.226026,265.725
19.53,-2.99183,0.221281,265.77,-2.992,0.226026,265.725,0.471322,0.15708,-2.99235,0.221326,265.815
19.54,-2.99217,0.216581,265.86,-2.99235,0.221326,265.815,0.471322,0.15708,-2.9927,0.216625,265.905
19.55,-2.99251,0.211881,265.95,-2.9927,0.216625,265.905,0.471322,0.15708,-2.99303,0.211924,265.995
19.56,-2.99284,0.20718,266.04,-2.99303,0.211924,265.995,0.471322,0.15708,-2.99336,0.207222,266.085
19.57,-2.99316,0.202479,266.13,-2.99336,0.207222,266.085,0.471322,0.15708,-2.99368,0.20252,266.175
19.58,-2.99347,0.197777,266.22,-2.99368,0.20252,266.175,0.471322,0.15708,-2.994,0.197817,266.265
19.59,-2.99378,0.193074,266.31,-2.994,0.197817,266.265,0.471322,0.15708,-2.99431,0.193114,266.355
19.6,-2.99408,0.188372,266.4,-2.99431,0.193114,266.355,0.471322,0.15708,-2.99461,0.18841,266.445
19.61,-2.99437,0.183668,266.49,-2.99461,0.18841,266.445,0.471322,0.15708,-2.9949,0.183706,266.535
19.62,-2.99466,0.178964,266.58,-2.9949,0.183706,266.535,0.471322,0.15708,-2.99518,0.179002,266.625
19.63,-2.99493,0.17426,266.67,-2.99518,0.179002,266.625,0.471322,0.15708,-2.99546,0.174297,266.715
19.64,-2.9952,0.169556,266.76,-2.99546,0.174297,266.715,0.471322,0.15708,-2.99573,0.169591,266.805
19.65,-2.99547,0.164851,266.85,-2.99573,0.169591,266.805,0.471322,0.15708,-2.99599,0.164885,266.895
19.66,-2.99572,0.160145,266.94,-2.99599,0.164885,266.895,0.471322,0.15708,-2.99625,0.160179,266.985
19.67,-2.99597,0.155439,267.03,-2.99625,0.160179,266.985,0.471322,0.15708,-2.9965,0.155472,267.075
19.68,-2.99621,0.150733,267.12,-2.9965,0.155472,267.075,0.471322,0.15708,-2.99674,0.150765,267.165
19.69,-2.99644,0.146026,267.21,-2.99674,0.150765,267.165,0.471322,0.15708,-2.99697,0.146058,267.255
19.7,-2.99667,0.141319,267.3,-2.99697,0.146058,267.255,0.471322,0.15708,-2.9972,0.14135,267.345
19.71,-2.99689,0.136612,267.39,-2.9972,0.14135,267.345,0.471322,0.15708,-2.99741,0.136642,267.435
19.72,-2.9971,0.131904,267.48,-2.99741,0.136642,267.435,0.471322,0.15708,-2.99762,0.131933,267.525
19.73,-2.9973,0.127196,267.57,-2.99762,0.131933,267.525,0.471322,0.15708,-2.99783,0.127224,267.615
19.74,-2.9975,0.122488,267.66,-2.99783,0.127224,267.615,0.471322,0.15708,-2.99802,0.122515,267.705
19.75,-2.99769,0.117779,267.75,-2.99802,0.122515,267.705,0.471322,0.15708,-2.99821,0.117806,267.795
19.76,-2.99787,0.113071,267.84,-2.99821,0.117806,267.795,0.471322,0.15708,-2.99839,0.113096,267.885
19.77,-2.99804,0.108361,267.93,-2.99839,0.113096,267.885,0.471322,0.15708,-2.99857,0.108386,267.975
19.78,-2.99821,0.103652,268.02,-2.99857,0.108386,267.975,0.471322,0.15708,-2.99874,0.103676,268.065
19.79,-2.99837,0.0989422,268.11,-2.99874,0.103676,268.065,0.471322,0.15708,-2.99889,0.0989653,268.155
19.8,-2.99852,0.0942323,268.2,-2.99889,0.0989653,268.155,0.471322,0.15708,-2.99905,0.0942545,268.245
19.81,-2.99866,0.0895221,268.29,-2.99905,0.0942545,268.245,0.471322,0.15708,-2.99919,0.0895435,268.335
19.82,-2.9988,0.0848117,268.38,-2.99919,0.0895435,268.335,0.471322,0.15708,-2.99933,0.0848323,268.425
19.83,-2.99893,0.0801011,268.47,-2.99933,0.0848323,268.425,0.471322,0.15708,-2.99946,0.0801208,268.515
19.84,-2.99905,0.0753903,268.56,-2.99946,0.0801208,268.515,0.471322,0.15708,-2.99958,0.0754092,268.605
19.85,-2.99917,0.0706793,268.65,-2.99958,0.0754092,268.605,0.471322,0.15708,-2.99969,0.0706974,268.695
19.86,-2.99927,0.0659681,268.74,-2.99969,0.0706974,268.695,0.471322,0.15708,-2.9998,0.0659854,268.785
19.87,-2.99937,0.0612568,268.83,-2.9998,0.0659854,268.785,0.471322,0.15708,-2.9999,0.0612732,268.875
19.88,-2.99947,0.0565453,268.92,-2.9999,0.0612732,268.875,0.471322,0.15708,-2.99999,0.0565609,268.965
19.89,-2.99955,0.0518337,269.01,-2.99999,0.0565609,268.965,0.471322,0.15708,-3.00008,0.0518485,269.055
19.9,-2.99963,0.047122,269.1,-3.00008,0.0518485,269.055,0.471322,0.15708,-3.00016,0.0471359,269.145
19.91,-2.9997,0.0424101,269.19,-3.00016,0.0471359,269.145,0.471322,0.15708,-3.00023,0.0424232,269.235
19.92,-2.99976,0.0376981,269.28,-3.00023,0.0424232,269.235,0.471322,0.15708,-3.00029,0.0377104,269.325
19.93,-2.99982,0.0329861,269.37,-3.00029,0.0377104,269.325,0.471322,0.15708,-3.00035,0.0329975,269.415
19.94,-2.99987,0.0282739,269.46,-3.00035,0.0329975,269.415,0.471322,0.15708,-3.00039,0.0282846,269.505
19.95,-2.99991,0.0235617,269.55,-3.00039,0.0282846,269.505,0.471322,0.15708,-3.00043,0.0235715,269.595
19.96,-2.99994,0.0188494,269.64,-3.00043,0.0235715,269.595,0.471322,0.15708,-3.00047,0.0188584,269.685
