time,x,y,yaw,v,w,left_rpm,right_rpm,ref_x,ref_y,ref_yaw,ref_v,ref_w,ref_left_rpm,ref_right_rpm
108.01,-0.920547,-2.86039,1062.21,0.472005,0.157079,8.89033,9.98988,-0.922568,-2.85462,1062.09,0.471239,0.15708,8.875,9.97456
108.02,-0.916053,-2.86183,1062.3,0.472005,0.157079,8.89033,9.98988,-0.918083,-2.85607,1062.18,0.471239,0.15708,8.875,9.97456
108.03,-0.911556,-2.86327,1062.39,0.472005,0.157079,8.89033,9.98988,-0.913595,-2.85751,1062.27,0.471239,0.15708,8.875,9.97456
108.04,-0.907057,-2.86469,1062.48,0.472005,0.157079,8.89033,9.98988,-0.909106,-2.85894,1062.36,0.471239,0.15708,8.875,9.97456
108.05,-0.902556,-2.86612,1062.57,0.472005,0.157079,8.89033,9.98988,-0.904614,-2.86036,1062.45,0.471239,0.15708,8.875,9.97456
108.06,-0.898053,-2.86753,1062.66,0.472005,0.157079,8.89033,9.98988,-0.90012,-2.86178,1062.54,0.471239,0.15708,8.875,9.97456
108.07,-0.893548,-2.86894,1062.75,0.472005,0.157079,8.89033,9.98988,-0.895623,-2.86319,1062.63,0.471239,0.15708,8.875,9.97456
108.08,-0.88904,-2.87034,1062.84,0.472005,0.157079,8.89033,9.98988,-0.891125,-2.86459,1062.72,0.471239,0.15708,8.875,9.97456
108.09,-0.88453,-2.87173,1062.93,0.472005,0.157079,8.89033,9.98988,-0.886624,-2.86599,1062.81,0.471239,0.15708,8.875,9.97456
108.1,-0.880018,-2.87311,1063.02,0.472005,0.157079,8.89033,9.98988,-0.882121,-2.86738,1062.9,0.471239,0.15708,8.875,9.97456
108.11,-0.875504,-2.87449,1063.11,0.472005,0.157079,8.89033,9.98988,-0.877616,-2.86876,1062.99,0.471239,0.15708,8.875,9.97456
108.12,-0.870988,-2.87587,1063.2,0.472005,0.157079,8.89033,9.98988,-0.873109,-2.87014,1063.08,0.471239,0.15708,8.875,9.97456
108.13,-0.866469,-2.87723,1063.29,0.472005,0.157079,8.89033,9.98988,-0.868599,-2.8715,1063.17,0.471239,0.15708,8.875,9.97456
108.14,-0.861948,-2.87859,1063.38,0.472005,0.157079,8.89033,9.98988,-0.864087,-2.87286,1063.26,0.471239,0.15708,8.875,9.97456
108.15,-0.857426,-2.87994,1063.47,0.472005,0.157079,8.89032,9.98988,-0.859574,-2.87422,1063.35,0.471239,0.15708,8.875,9.97456
108.16,-0.852901,-2.88128,1063.56,0.472005,0.157079,8.89032,9.98988,-0.855058,-2.87557,1063.44,0.471239,0.15708,8.875,9.97456
108.17,-0.848374,-2.88262,1063.65,0.472005,0.157079,8.89032,9.98988,-0.85054,-2.8769,1063.53,0.471239,0.15708,8.875,9.97456
108.18,-0.843845,-2.88395,1063.74,0.472005,0.157079,8.89032,9.98988,-0.84602,-2.87824,1063.62,0.471239,0.15708,8.875,9.97456
108.19,-0.839313,-2.88527,1063.83,0.472005,0.157079,8.89032,9.98988,-0.841498,-2.87956,1063.71,0.471239,0.15708,8.875,9.97456
108.2,-0.83478,-2.88658,1063.92,0.472005,0.157079,8.89032,9.98987,-0.836973,-2.88088,1063.8,0.471239,0.15708,8.875,9.97456
108.21,-0.830245,-2.88789,1064.01,0.472005,0.157079,8.89032,9.98987,-0.832447,-2.88219,1063.89,0.471239,0.15708,8.875,9.97456
108.22,-0.825708,-2.88919,1064.1,0.472005,0.157079,8.89032,9.98987,-0.827919,-2.8835,1063.98,0.471239,0.15708,8.875,9.97456
108.23,-0.821168,-2.89048,1064.19,0.472005,0.157079,8.89032,9.98987,-0.823388,-2.88479,1064.07,0.471239,0.15708,8.875,9.97456
108.24,-0.816627,-2.89177,1064.28,0.472005,0.157079,8.89032,9.98987,-0.818856,-2.88608,1064.16,0.471239,0.15708,8.875,9.97456
108.25,-0.812083,-2.89305,1064.37,0.472005,0.157079,8.89032,9.98987,-0.814321,-2.88737,1064.25,0.471239,0.15708,8.875,9.97456
108.26,-0.807538,-2.89432,1064.46,0.472005,0.157079,8.89032,9.98987,-0.809785,-2.88864,1064.34,0.471239,0.15708,8.875,9.97456
108.27,-0.802991,-2.89559,1064.55,0.472005,0.157079,8.89032,9.98987,-0.805246,-2.88991,1064.43,0.471239,0.15708,8.875,9.97456
108.28,-0.798441,-2.89684,1064.64,0.472005,0.157079,8.89032,9.98987,-0.800706,-2.89117,1064.52,0.471239,0.15708,8.875,9.97456
108.29,-0.79389,-2.89809,1064.73,0.472005,0.157079,8.89032,9.98987,-0.796164,-2.89243,1064.61,0.471239,0.15708,8.875,9.97456
108.3,-0.789336,-2.89934,1064.82,0.472005,0.157079,8.89032,9.98987,-0.791619,-2.89367,1064.7,0.471239,0.15708,8.875,9.97456
108.31,-0.784781,-2.90057,1064.91,0.472005,0.157079,8.89032,9.98987,-0.787073,-2.89491,1064.79,0.471239,0.15708,8.875,9.97456
108.32,-0.780224,-2.9018,1065,0.472005,0.157079,8.89032,9.98987,-0.782525,-2.89614,1064.88,0.471239,0.15708,8.875,9.97456
108.33,-0.775665,-2.90302,1065.09,0.472005,0.157079,8.89032,9.98987,-0.777974,-2.89737,1064.97,0.471239,0.15708,8.875,9.97456
108.34,-0.771104,-2.90424,1065.18,0.472005,0.157079,8.89032,9.98987,-0.773422,-2.89859,1065.06,0.471239,0.15708,8.875,9.97456
108.35,-0.766541,-2.90545,1065.27,0.472005,0.157079,8.89032,9.98987,-0.768868,-2.8998,1065.15,0.471239,0.15708,8.875,9.97456
108.36,-0.761976,-2.90665,1065.36,0.472005,0.157079,8.89032,9.98987,-0.764312,-2.901,1065.24,0.471239,0.15708,8.875,9.97456
108.37,-0.757409,-2.90784,1065.45,0.472005,0.157079,8.89032,9.98987,-0.759754,-2.9022,1065.33,0.471239,0.15708,8.875,9.97456
108.38,-0.752841,-2.90903,1065.54,0.472005,0.157079,8.89032,9.98987,-0.755195,-2.90339,1065.42,0.471239,0.15708,8.875,9.97456
108.39,-0.74827,-2.91021,1065.63,0.472005,0.157079,8.89032,9.98987,-0.750633,-2.90457,1065.51,0.471239,0.15708,8.875,9.97456
108.4,-0.743698,-2.91138,1065.72,0.472005,0.157079,8.89032,9.98987,-0.74607,-2.90575,1065.6,0.471239,0.15708,8.875,9.97456
108.41,-0.739124,-2.91254,1065.81,0.472005,0.157079,8.89032,9.98987,-0.741504,-2.90692,1065.69,0.471239,0.15708,8.875,9.97456
108.42,-0.734548,-2.9137,1065.9,0.472005,0.157079,8.89032,9.98987,-0.736937,-2.90808,1065.78,0.471239,0.15708,8.875,9.97456
108.43,-0.72997,-2.91485,1065.99,0.472005,0.157079,8.89032,9.98987,-0.732368,-2.90923,1065.87,0.471239,0.15708,8.875,9.97456
108.44,-0.72539,-2.91599,1066.08,0.472005,0.157079,8.89032,9.98987,-0.727798,-2.91038,1065.96,0.471239,0.15708,8.875,9.97456
108.45,-0.720809,-2.91713,1066.17,0.472005,0.157079,8.89032,9.98987,-0.723225,-2.91152,1066.05,0.471239,0.15708,8.875,9.97456
108.46,-0.716226,-2.91826,1066.26,0.472005,0.157079,8.89032,9.98987,-0.718651,-2.91265,1066.14,0.471239,0.15708,8.875,9.97456
108.47,-0.711641,-2.91938,1066.35,0.472005,0.157079,8.89032,9.98987,-0.714075,-2.91378,1066.23,0.471239,0.15708,8.875,9.97456
108.48,-0.707054,-2.92049,1066.44,0.472005,0.157079,8.89032,9.98987,-0.709497,-2.9149,1066.32,0.471239,0.15708,8.875,9.97456
108.49,-0.702466,-2.9216,1066.53,0.472005,0.157079,8.89032,9.98987,-0.704917,-2.91601,1066.41,0.471239,0.15708,8.875,9.97456
108.5,-0.697876,-2.9227,1066.62,0.472005,0.157079,8.89031,9.98987,-0.700336,-2.91711,1066.5,0.471239,0.15708,8.875,9.97456
108.51,-0.693284,-2.92379,1066.71,0.472005,0.157079,8.89031,9.98987,-0.695753,-2.91821,1066.59,0.471239,0.15708,8.875,9.97456
108.52,-0.68869,-2.92488,1066.8,0.472005,0.157079,8.89031,9.98987,-0.691168,-2.9193,1066.68,0.471239,0.15708,8.875,9.97456
108.53,-0.684095,-2.92596,1066.89,0.472005,0.157079,8.89031,9.98987,-0.686582,-2.92038,1066.77,0.471239,0.15708,8.875,9.97456
108.54,-0.679498,-2.92703,1066.98,0.472005,0.157079,8.89031,9.98987,-0.681994,-2.92145,1066.86,0.471239,0.15708,8.875,9.97456
108.55,-0.6749,-2.92809,1067.07,0.472004,0.157079,8.89031,9.98987,-0.677404,-2.92252,1066.95,0.471239,0.15708,8.875,9.97456
108.56,-0.670299,-2.92915,1067.16,0.472004,0.157079,8.89031,9.98987,-0.672812,-2.92358,1067.04,0.471239,0.15708,8.875,9.97456
108.57,-0.665697,-2.9302,1067.25,0.472004,0.157079,8.89031,9.98987,-0.668219,-2.92463,1067.13,0.471239,0.15708,8.875,9.97456
108.58,-0.661094,-2.93124,1067.34,0.472004,0.157079,8.89031,9.98987,-0.663624,-2.92568,1067.22,0.471239,0.15708,8.875,9.97456
108.59,-0.656488,-2.93227,1067.43,0.472004,0.157079,8.89031,9.98987,-0.659028,-2.92672,1067.31,0.471239,0.15708,8.875,9.97456
108.6,-0.651882,-2.9333,1067.52,0.472004,0.157079,8.89031,9.98986,-0.65443,-2.92775,1067.4,0.471239,0.15708,8.875,9.97456
108.61,-0.647273,-2.93432,1067.61,0.472004,0.157079,8.89031,9.98986,-0.64983,-2.92877,1067.49,0.471239,0.15708,8.875,9.97456
108.62,-0.642663,-2.93533,1067.7,0.472004,0.157079,8.89031,9.98986,-0.645229,-2.92979,1067.58,0.471239,0.15708,8.875,9.97456
108.63,-0.638051,-2.93634,1067.79,0.472004,0.157079,8.89031,9.98986,-0.640626,-2.9308,1067.67,0.471239,0.15708,8.875,9.97456
108.64,-0.633438,-2.93734,1067.88,0.472004,0.157079,8.89031,9.98986,-0.636021,-2.9318,1067.76,0.471239,0.15708,8.875,9.97456
108.65,-0.628823,-2.93833,1067.97,0.472004,0.157079,8.89031,9.98986,-0.631415,-2.9328,1067.85,0.471239,0.15708,8.875,9.97456
108.66,-0.624207,-2.93931,1068.06,0.472004,0.157079,8.89031,9.98986,-0.626808,-2.93379,1067.94,0.471239,0.15708,8.875,9.97456
108.67,-0.619589,-2.94029,1068.15,0.472004,0.157079,8.89031,9.98986,-0.622199,-2.93477,1068.03,0.471239,0.15708,8.875,9.97456
108.68,-0.61497,-2.94126,1068.24,0.472004,0.157079,8.89031,9.98986,-0.617588,-2.93574,1068.12,0.471239,0.15708,8.875,9.97456
108.69,-0.610349,-2.94222,1068.33,0.472004,0.157079,8.89031,9.98986,-0.612976,-2.93671,1068.21,0.471239,0.15708,8.875,9.97456
108.7,-0.605727,-2.94318,1068.42,0.472004,0.157079,8.89031,9.98986,-0.608362,-2.93767,1068.3,0.471239,0.15708,8.875,9.97456
108.71,-0.601103,-2.94412,1068.51,0.472004,0.157079,8.89031,9.98986,-0.603747,-2.93862,1068.39,0.471239,0.15708,8.875,9.97456
108.72,-0.596477,-2.94506,1068.6,0.472004,0.157079,8.89031,9.98986,-0.59913,-2.93957,1068.48,0.471239,0.15708,8.875,9.97456
108.73,-0.59185,-2.946,1068.69,0.472004,0.157079,8.89031,9.98986,-0.594512,-2.9405,1068.57,0.471239,0.15708,8.875,9.97456
108.74,-0.587222,-2.94692,1068.78,0.472004,0.157079,8.89031,9.98986,-0.589892,-2.94143,1068.66,0.471239,0.15708,8.875,9.97456
108.75,-0.582592,-2.94784,1068.87,0.472004,0.157079,8.89031,9.98986,-0.585271,-2.94236,1068.75,0.471239,0.15708,8.875,9.97456
108.76,-0.577961,-2.94875,1068.96,0.472004,0.157079,8.89031,9.98986,-0.580648,-2.94327,1068.84,0.471239,0.15708,8.875,9.97456
108.77,-0.573328,-2.94966,1069.05,0.472004,0.157079,8.89031,9.98986,-0.576024,-2.94418,1068.93,0.471239,0.15708,8.875,9.97456
108.78,-0.568694,-2.95056,1069.14,0.472004,0.157079,8.89031,9.98986,-0.571399,-2.94508,1069.02,0.471239,0.15708,8.875,9.97456
108.79,-0.564059,-2.95144,1069.23,0.472004,0.157079,8.89031,9.98986,-0.566772,-2.94598,1069.11,0.471239,0.15708,8.875,9.97456
108.8,-0.559422,-2.95233,1069.32,0.472004,0.157079,8.89031,9.98986,-0.562144,-2.94686,1069.2,0.471239,0.15708,8.875,9.97456
108.81,-0.554784,-2.9532,1069.41,0.472004,0.157079,8.89031,9.98986,-0.557514,-2.94774,1069.29,0.471239,0.15708,8.875,9.97456
108.82,-0.550144,-2.95407,1069.5,0.472004,0.157079,8.89031,9.98986,-0.552883,-2.94861,1069.38,0.471239,0.15708,8.875,9.97456
108.83,-0.545503,-2.95493,1069.59,0.472004,0.157079,8.89031,9.98986,-0.548251,-2.94948,1069.47,0.471239,0.15708,8.875,9.97456
108.84,-0.540861,-2.95578,1069.68,0.472004,0.157079,8.89031,9.98986,-0.543617,-2.95034,1069.56,0.471239,0.15708,8.875,9.97456
108.85,-0.536217,-2.95663,1069.77,0.472004,0.157079,8.8903,9.98986,-0.538982,-2.95119,1069.65,0.471239,0.15708,8.875,9.97456
108.86,-0.531572,-2.95747,1069.86,0.472004,0.157079,8.8903,9.98986,-0.534346,-2.95203,1069.74,0.471239,0.15708,8.875,9.97456
108.87,-0.526926,-2.9583,1069.95,0.472004,0.157079,8.8903,9.98986,-0.529708,-2.95286,1069.83,0.471239,0.15708,8.875,9.97456
108.88,-0.522279,-2.95912,1070.04,0.472004,0.157079,8.8903,9.98986,-0.525069,-2.95369,1069.92,0.471239,0.15708,8.875,9.97456
108.89,-0.51763,-2.95994,1070.13,0.472004,0.157079,8.8903,9.98986,-0.520429,-2.95451,1070.01,0.471239,0.15708,8.875,9.97456
108.9,-0.51298,-2.96075,1070.22,0.472004,0.157079,8.8903,9.98986,-0.515787,-2.95533,1070.1,0.471239,0.15708,8.875,9.97456
108.91,-0.508328,-2.96155,1070.31,0.472004,0.157079,8.8903,9.98986,-0.511144,-2.95613,1070.19,0.471239,0.15708,8.875,9.97456
108.92,-0.503676,-2.96235,1070.4,0.472004,0.157079,8.8903,9.98986,-0.5065,-2.95693,1070.28,0.471239,0.15708,8.875,9.97456
108.93,-0.499022,-2.96313,1070.49,0.472004,0.157079,8.8903,9.98986,-0.501855,-2.95773,1070.37,0.471239,0.15708,8.875,9.97456
108.94,-0.494367,-2.96391,1070.58,0.472004,0.157079,8.8903,9.98986,-0.497208,-2.95851,1070.46,0.471239,0.15708,8.875,9.97456
108.95,-0.48971,-2.96469,1070.67,0.472004,0.157079,8.8903,9.98985,-0.492561,-2.95929,1070.55,0.471239,0.15708,8.875,9.97456
108.96,-0.485053,-2.96545,1070.76,0.472004,0.157079,8.8903,9.98985,-0.487911,-2.96006,1070.64,0.471239,0.15708,8.875,9.97456
108.97,-0.480394,-2.96621,1070.85,0.472004,0.157079,8.8903,9.98985,-0.483261,-2.96082,1070.73,0.471239,0.15708,8.875,9.97456
108.98,-0.475734,-2.96696,1070.94,0.472004,0.157079,8.8903,9.98985,-0.47861,-2.96158,1070.82,0.471239,0.15708,8.875,9.97456
108.99,-0.471073,-2.9677,1071.03,0.472004,0.157079,8.8903,9.98985,-0.473957,-2.96232,1070.91,0.471239,0.15708,8.875,9.97456
109,-0.466411,-2.96844,1071.12,0.472004,0.157079,8.8903,9.98985,-0.469303,-2.96307,1071,0.471239,0.15708,8.875,9.97456
109.01,-0.461747,-2.96917,1071.21,0.472004,0.157079,8.8903,9.98985,-0.464648,-2.9638,1071.09,0.471239,0.15708,8.875,9.97456
109.02,-0.457083,-2.96989,1071.3,0.472004,0.157079,8.8903,9.98985,-0.459992,-2.96452,1071.18,0.471239,0.15708,8.875,9.97456
109.03,-0.452417,-2.97061,1071.39,0.472004,0.157079,8.8903,9.98985,-0.455335,-2.96524,1071.27,0.471239,0.15708,8.875,9.97456
109.04,-0.44775,-2.97131,1071.48,0.472004,0.157079,8.8903,9.98985,-0.450677,-2.96596,1071.36,0.471239,0.15708,8.875,9.97456
109.05,-0.443082,-2.97201,1071.57,0.472004,0.157079,8.8903,9.98985,-0.446017,-2.96666,1071.45,0.471239,0.15708,8.875,9.97456
109.06,-0.438413,-2.9727,1071.66,0.472004,0.157079,8.8903,9.98985,-0.441357,-2.96736,1071.54,0.471239,0.15708,8.875,9.97456
109.07,-0.433743,-2.97339,1071.75,0.472004,0.157079,8.8903,9.98985,-0.436695,-2.96805,1071.63,0.471239,0.15708,8.875,9.97456
109.08,-0.429072,-2.97407,1071.84,0.472004,0.157079,8.8903,9.98985,-0.432032,-2.96873,1071.72,0.471239,0.15708,8.875,9.97456
109.09,-0.4244,-2.97474,1071.93,0.472004,0.157079,8.8903,9.98985,-0.427369,-2.9694,1071.81,0.471239,0.15708,8.875,9.97456
109.1,-0.419727,-2.9754,1072.02,0.472004,0.157079,8.8903,9.98985,-0.422704,-2.97007,1071.9,0.471239,0.15708,8.875,9.97456
109.11,-0.415052,-2.97606,1072.11,0.472004,0.157079,8.8903,9.98985,-0.418038,-2.97073,1071.99,0.471239,0.15708,8.875,9.97456
109.12,-0.410377,-2.9767,1072.2,0.472004,0.157079,8.8903,9.98985,-0.413371,-2.97138,1072.08,0.471239,0.15708,8.875,9.97456
109.13,-0.405701,-2.97734,1072.29,0.472004,0.157079,8.8903,9.98985,-0.408703,-2.97203,1072.17,0.471239,0.15708,8.875,9.97456
109.14,-0.401023,-2.97798,1072.38,0.472004,0.157079,8.8903,9.98985,-0.404034,-2.97267,1072.26,0.471239,0.15708,8.875,9.97456
109.15,-0.396345,-2.9786,1072.47,0.472004,0.157079,8.8903,9.98985,-0.399364,-2.9733,1072.35,0.471239,0.15708,8.875,9.97456
109.16,-0.391666,-2.97922,1072.56,0.472004,0.157079,8.8903,9.98985,-0.394693,-2.97392,1072.44,0.471239,0.15708,8.875,9.97456
109.17,-0.386985,-2.97983,1072.65,0.472004,0.157079,8.8903,9.98985,-0.390021,-2.97454,1072.53,0.471239,0.15708,8.875,9.97456
109.18,-0.382304,-2.98044,1072.74,0.472004,0.157079,8.8903,9.98985,-0.385348,-2.97515,1072.62,0.471239,0.15708,8.875,9.97456
109.19,-0.377622,-2.98104,1072.83,0.472004,0.157079,8.8903,9.98985,-0.380674,-2.97575,1072.71,0.471239,0.15708,8.875,9.97456
109.2,-0.372939,-2.98162,1072.92,0.472004,0.157079,8.8903,9.98985,-0.376,-2.97634,1072.8,0.471239,0.15708,8.875,9.97456
109.21,-0.368255,-2.98221,1073.01,0.472004,0.157079,8.8903,9.98985,-0.371324,-2.97693,1072.89,0.471239,0.15708,8.875,9.97456
109.22,-0.36357,-2.98278,1073.1,0.472004,0.157079,8.8903,9.98985,-0.366647,-2.97751,1072.98,0.471239,0.15708,8.875,9.97456
109.23,-0.358884,-2.98335,1073.19,0.472004,0.157079,8.8903,9.98985,-0.36197,-2.97808,1073.07,0.471239,0.15708,8.875,9.97456
109.24,-0.354198,-2.98391,1073.28,0.472004,0.157079,8.8903,9.98985,-0.357291,-2.97865,1073.16,0.471239,0.15708,8.875,9.97456
109.25,-0.34951,-2.98446,1073.37,0.472004,0.157079,8.89029,9.98985,-0.352612,-2.97921,1073.25,0.471239,0.15708,8.875,9.97456
109.26,-0.344822,-2.98501,1073.46,0.472004,0.157079,8.89029,9.98985,-0.347932,-2.97976,1073.34,0.471239,0.15708,8.875,9.97456
109.27,-0.340132,-2.98554,1073.55,0.472004,0.157079,8.89029,9.98985,-0.343251,-2.9803,1073.43,0.471239,0.15708,8.875,9.97456
109.28,-0.335442,-2.98608,1073.64,0.472004,0.157079,8.89029,9.98985,-0.338569,-2.98083,1073.52,0.471239,0.15708,8.875,9.97456
109.29,-0.330751,-2.9866,1073.73,0.472004,0.157079,8.89029,9.98985,-0.333886,-2.98136,1073.61,0.471239,0.15708,8.875,9.97456
109.3,-0.326059,-2.98711,1073.82,0.472003,0.157079,8.89029,9.98985,-0.329203,-2.98188,1073.7,0.471239,0.15708,8.875,9.97456
109.31,-0.321367,-2.98762,1073.91,0.472003,0.157079,8.89029,9.98985,-0.324519,-2.9824,1073.79,0.471239,0.15708,8.875,9.97456
109.32,-0.316673,-2.98812,1074,0.472003,0.157079,8.89029,9.98985,-0.319833,-2.9829,1073.88,0.471239,0.15708,8.875,9.97456
109.33,-0.311979,-2.98862,1074.09,0.472003,0.157079,8.89029,9.98985,-0.315148,-2.9834,1073.97,0.471239,0.15708,8.875,9.97456
109.34,-0.307284,-2.9891,1074.18,0.472003,0.157079,8.89029,9.98985,-0.310461,-2.98389,1074.06,0.471239,0.15708,8.875,9.97456
109.35,-0.302589,-2.98958,1074.27,0.472003,0.157079,8.89029,9.98984,-0.305773,-2.98438,1074.15,0.471239,0.15708,8.875,9.97456
109.36,-0.297892,-2.99005,1074.36,0.472003,0.157079,8.89029,9.98984,-0.301085,-2.98485,1074.24,0.471239,0.15708,8.875,9.97456
109.37,-0.293195,-2.99052,1074.45,0.472003,0.157079,8.89029,9.98984,-0.296396,-2.98532,1074.33,0.471239,0.15708,8.875,9.97456
109.38,-0.288497,-2.99097,1074.54,0.472003,0.157079,8.89029,9.98984,-0.291706,-2.98578,1074.42,0.471239,0.15708,8.875,9.97456
109.39,-0.283799,-2.99142,1074.63,0.472003,0.157079,8.89029,9.98984,-0.287016,-2.98624,1074.51,0.471239,0.15708,8.875,9.97456
109.4,-0.279099,-2.99187,1074.72,0.472003,0.157079,8.89029,9.98984,-0.282325,-2.98669,1074.6,0.471239,0.15708,8.875,9.97456
109.41,-0.274399,-2.9923,1074.81,0.472003,0.157079,8.89029,9.98984,-0.277633,-2.98713,1074.69,0.471239,0.15708,8.875,9.97456
109.42,-0.269699,-2.99273,1074.9,0.472003,0.157079,8.89029,9.98984,-0.272941,-2.98756,1074.78,0.471239,0.15708,8.875,9.97456
109.43,-0.264997,-2.99315,1074.99,0.472003,0.157079,8.89029,9.98984,-0.268247,-2.98798,1074.87,0.471239,0.15708,8.875,9.97456
109.44,-0.260295,-2.99356,1075.08,0.472003,0.157079,8.89029,9.98984,-0.263554,-2.9884,1074.96,0.471239,0.15708,8.875,9.97456
109.45,-0.255593,-2.99397,1075.17,0.472003,0.157079,8.89029,9.98984,-0.258859,-2.98881,1075.05,0.471239,0.15708,8.875,9.97456
109.46,-0.25089,-2.99436,1075.26,0.472003,0.157079,8.89029,9.98984,-0.254164,-2.98921,1075.14,0.471239,0.15708,8.875,9.97456
109.47,-0.246186,-2.99475,1075.35,0.472003,0.157079,8.89029,9.98984,-0.249468,-2.98961,1075.23,0.471239,0.15708,8.875,9.97456
109.48,-0.241481,-2.99514,1075.44,0.472003,0.157079,8.89029,9.98984,-0.244772,-2.99,1075.32,0.471239,0.15708,8.875,9.97456
109.49,-0.236776,-2.99551,1075.53,0.472003,0.157079,8.89029,9.98984,-0.240075,-2.99038,1075.41,0.471239,0.15708,8.875,9.97456
109.5,-0.232071,-2.99588,1075.62,0.472003,0.157079,8.89029,9.98984,-0.235377,-2.99075,1075.5,0.471239,0.15708,8.875,9.97456
109.51,-0.227364,-2.99624,1075.71,0.472003,0.157079,8.89029,9.98984,-0.230679,-2.99112,1075.59,0.471239,0.15708,8.875,9.97456
109.52,-0.222658,-2.99659,1075.8,0.472003,0.157079,8.89029,9.98984,-0.22598,-2.99148,1075.68,0.471239,0.15708,8.875,9.97456
109.53,-0.21795,-2.99694,1075.89,0.472003,0.157079,8.89029,9.98984,-0.221281,-2.99183,1075.77,0.471239,0.15708,8.875,9.97456
109.54,-0.213242,-2.99728,1075.98,0.472003,0.157079,8.89029,9.98984,-0.216581,-2.99217,1075.86,0.471239,0.15708,8.875,9.97456
109.55,-0.208534,-2.99761,1076.07,0.472003,0.157079,8.89029,9.98984,-0.211881,-2.99251,1075.95,0.471239,0.15708,8.875,9.97456
109.56,-0.203825,-2.99793,1076.16,0.472003,0.157079,8.89029,9.98984,-0.20718,-2.99284,1076.04,0.471239,0.15708,8.875,9.97456
109.57,-0.199116,-2.99825,1076.25,0.472003,0.157079,8.89029,9.98984,-0.202479,-2.99316,1076.13,0.471239,0.15708,8.875,9.97456
109.58,-0.194406,-2.99856,1076.34,0.472003,0.157079,8.89029,9.98984,-0.197777,-2.99347,1076.22,0.471239,0.15708,8.875,9.97456
109.59,-0.189695,-2.99886,1076.43,0.472003,0.157079,8.89029,9.98984,-0.193074,-2.99378,1076.31,0.471239,0.15708,8.875,9.97456
109.6,-0.184984,-2.99916,1076.52,0.472003,0.157079,8.89029,9.98984,-0.188372,-2.99408,1076.4,0.471239,0.15708,8.875,9.97456
109.61,-0.180273,-2.99944,1076.61,0.472003,0.157079,8.89029,9.98984,-0.183668,-2.99437,1076.49,0.471239,0.15708,8.875,9.97456
109.62,-0.175561,-2.99972,1076.7,0.472003,0.157079,8.89029,9.98984,-0.178964,-2.99466,1076.58,0.471239,0.15708,8.875,9.97456
109.63,-0.170849,-2.99999,1076.79,0.472003,0.157079,8.89029,9.98984,-0.17426,-2.99493,1076.67,0.471239,0.15708,8.875,9.97456
109.64,-0.166137,-3.00026,1076.88,0.472003,0.157079,8.89029,9.98984,-0.169556,-2.9952,1076.76,0.471239,0.15708,8.875,9.97456
109.65,-0.161424,-3.00052,1076.97,0.472003,0.157079,8.89028,9.98984,-0.164851,-2.99547,1076.85,0.471239,0.15708,8.875,9.97456
109.66,-0.15671,-3.00077,1077.06,0.472003,0.157079,8.89028,9.98984,-0.160145,-2.99572,1076.94,0.471239,0.15708,8.875,9.97456
109.67,-0.151996,-3.00101,1077.15,0.472003,0.157079,8.89028,9.98984,-0.155439,-2.99597,1077.03,0.471239,0.15708,8.875,9.97456
109.68,-0.147282,-3.00124,1077.24,0.472003,0.157079,8.89028,9.98984,-0.150733,-2.99621,1077.12,0.471239,0.15708,8.875,9.97456
109.69,-0.142568,-3.00147,1077.33,0.472003,0.157079,8.89028,9.98984,-0.146026,-2.99644,1077.21,0.471239,0.15708,8.875,9.97456
109.7,-0.137853,-3.00169,1077.42,0.472003,0.157079,8.89028,9.98984,-0.141319,-2.99667,1077.3,0.471239,0.15708,8.875,9.97456
109.71,-0.133138,-3.0019,1077.51,0.472003,0.157079,8.89028,9.98984,-0.136612,-2.99689,1077.39,0.471239,0.15708,8.875,9.97456
109.72,-0.128422,-3.00211,1077.6,0.472003,0.157079,8.89028,9.98984,-0.131904,-2.9971,1077.48,0.471239,0.15708,8.875,9.97456
109.73,-0.123706,-3.00231,1077.69,0.472003,0.157079,8.89028,9.98984,-0.127196,-2.9973,1077.57,0.471239,0.15708,8.875,9.97456
109.74,-0.11899,-3.0025,1077.78,0.472003,0.157079,8.89028,9.98984,-0.122488,-2.9975,1077.66,0.471239,0.15708,8.875,9.97456
109.75,-0.114273,-3.00268,1077.87,0.472003,0.157079,8.89028,9.98983,-0.117779,-2.99769,1077.75,0.471239,0.15708,8.875,9.97456
109.76,-0.109557,-3.00286,1077.96,0.472003,0.157079,8.89028,9.98983,-0.113071,-2.99787,1077.84,0.471239,0.15708,8.875,9.97456
109.77,-0.10484,-3.00302,1078.05,0.472003,0.157079,8.89028,9.98983,-0.108361,-2.99804,1077.93,0.471239,0.15708,8.875,9.97456
109.78,-0.100122,-3.00318,1078.14,0.472003,0.157079,8.89028,9.98983,-0.103652,-2.99821,1078.02,0.471239,0.15708,8.875,9.97456
109.79,-0.0954048,-3.00334,1078.23,0.472003,0.157079,8.89028,9.98983,-0.0989422,-2.99837,1078.11,0.471239,0.15708,8.875,9.97456
109.8,-0.0906871,-3.00348,1078.32,0.472003,0.157079,8.89028,9.98983,-0.0942323,-2.99852,1078.2,0.471239,0.15708,8.875,9.97456
