time,x,y,yaw,v,w,left_rpm,right_rpm,ref_x,ref_y,ref_yaw,ref_v,ref_w,ref_left_rpm,ref_right_rpm
52.25,-1.0448,2.82796,560.423,0.473752,0.156998,8.92555,10.0245,-1.03835,2.81457,560.25,0.471239,0.15708,8.875,9.97456
52.26,-1.04924,2.82631,560.512,0.473752,0.156998,8.92555,10.0245,-1.04277,2.81294,560.34,0.471239,0.15708,8.875,9.97456
52.27,-1.05368,2.82465,560.602,0.473752,0.156998,8.92555,10.0245,-1.04719,2.8113,560.43,0.471239,0.15708,8.875,9.97456
52.28,-1.05811,2.82298,560.692,0.473752,0.156998,8.92555,10.0245,-1.0516,2.80965,560.52,0.471239,0.15708,8.875,9.97456
52.29,-1.06255,2.82131,560.782,0.473752,0.156998,8.92555,10.0245,-1.05602,2.80799,560.61,0.471239,0.15708,8.875,9.97456
52.3,-1.06697,2.81963,560.872,0.473745,0.156998,8.92541,10.0244,-1.06042,2.80633,560.7,0.471239,0.15708,8.875,9.97456
52.31,-1.0714,2.81794,560.962,0.473745,0.156998,8.92541,10.0244,-1.06483,2.80466,560.79,0.471239,0.15708,8.875,9.97456
52.32,-1.07582,2.81624,561.052,0.473745,0.156998,8.92541,10.0244,-1.06924,2.80299,560.88,0.471239,0.15708,8.875,9.97456
52.33,-1.08025,2.81454,561.142,0.473745,0.156998,8.92541,10.0244,-1.07364,2.8013,560.97,0.471239,0.15708,8.875,9.97456
52.34,-1.08466,2.81283,561.232,0.473745,0.156998,8.92541,10.0244,-1.07804,2.79961,561.06,0.471239,0.15708,8.875,9.97456
52.35,-1.08908,2.81112,561.322,0.473738,0.156998,8.92526,10.0242,-1.08243,2.79792,561.15,0.471239,0.15708,8.875,9.97456
52.36,-1.09349,2.80939,561.412,0.473738,0.156998,8.92526,10.0242,-1.08683,2.79621,561.24,0.471239,0.15708,8.875,9.97456
52.37,-1.0979,2.80767,561.502,0.473738,0.156998,8.92526,10.0242,-1.09122,2.7945,561.33,0.471239,0.15708,8.875,9.97456
52.38,-1.10231,2.80593,561.592,0.473738,0.156998,8.92526,10.0242,-1.09561,2.79279,561.42,0.471239,0.15708,8.875,9.97456
52.39,-1.10672,2.80419,561.682,0.473738,0.156998,8.92526,10.0242,-1.09999,2.79106,561.51,0.471239,0.15708,8.875,9.97456
52.4,-1.11112,2.80244,561.772,0.473731,0.156999,8.92511,10.0241,-1.10437,2.78933,561.6,0.471239,0.15708,8.875,9.97456
52.41,-1.11552,2.80068,561.862,0.473731,0.156999,8.92511,10.0241,-1.10875,2.78759,561.69,0.471239,0.15708,8.875,9.97456
52.42,-1.11991,2.79891,561.952,0.473731,0.156999,8.92511,10.0241,-1.11313,2.78585,561.78,0.471239,0.15708,8.875,9.97456
52.43,-1.12431,2.79714,562.042,0.473731,0.156999,8.92511,10.0241,-1.11751,2.78409,561.87,0.471239,0.15708,8.875,9.97456
52.44,-1.1287,2.79537,562.132,0.473731,0.156999,8.92511,10.0241,-1.12188,2.78234,561.96,0.471239,0.15708,8.875,9.97456
52.45,-1.13309,2.79358,562.222,0.473723,0.156999,8.92497,10.024,-1.12625,2.78057,562.05,0.471239,0.15708,8.875,9.97456
52.46,-1.13747,2.79179,562.312,0.473723,0.156999,8.92497,10.024,-1.13061,2.7788,562.14,0.471239,0.15708,8.875,9.97456
52.47,-1.14186,2.78999,562.401,0.473723,0.156999,8.92497,10.024,-1.13498,2.77702,562.23,0.471239,0.15708,8.875,9.97456
52.48,-1.14624,2.78819,562.491,0.473723,0.156999,8.92497,10.024,-1.13934,2.77523,562.32,0.471239,0.15708,8.875,9.97456
52.49,-1.15061,2.78637,562.581,0.473723,0.156999,8.92497,10.024,-1.1437,2.77344,562.41,0.471239,0.15708,8.875,9.97456
52.5,-1.15499,2.78455,562.671,0.473716,0.156999,8.92482,10.0238,-1.14805,2.77164,562.5,0.471239,0.15708,8.875,9.97456
52.51,-1.15936,2.78273,562.761,0.473716,0.156999,8.92482,10.0238,-1.1524,2.76983,562.59,0.471239,0.15708,8.875,9.97456
52.52,-1.16373,2.7809,562.851,0.473716,0.156999,8.92482,10.0238,-1.15675,2.76802,562.68,0.471239,0.15708,8.875,9.97456
52.53,-1.16809,2.77906,562.941,0.473716,0.156999,8.92482,10.0238,-1.1611,2.7662,562.77,0.471239,0.15708,8.875,9.97456
52.54,-1.17245,2.77721,563.031,0.473716,0.156999,8.92482,10.0238,-1.16544,2.76437,562.86,0.471239,0.15708,8.875,9.97456
52.55,-1.17681,2.77536,563.121,0.473709,0.157,8.92468,10.0237,-1.16978,2.76254,562.95,0.471239,0.15708,8.875,9.97456
52.56,-1.18117,2.7735,563.211,0.473709,0.157,8.92468,10.0237,-1.17412,2.7607,563.04,0.471239,0.15708,8.875,9.97456
52.57,-1.18552,2.77163,563.301,0.473709,0.157,8.92468,10.0237,-1.17846,2.75885,563.13,0.471239,0.15708,8.875,9.97456
52.58,-1.18987,2.76975,563.391,0.473709,0.157,8.92468,10.0237,-1.18279,2.75699,563.22,0.471239,0.15708,8.875,9.97456
52.59,-1.19422,2.76787,563.481,0.473709,0.157,8.92468,10.0237,-1.18712,2.75513,563.31,0.471239,0.15708,8.875,9.97456
52.6,-1.19857,2.76599,563.571,0.473702,0.157,8.92454,10.0235,-1.19144,2.75326,563.4,0.471239,0.15708,8.875,9.97456
52.61,-1.20291,2.76409,563.661,0.473702,0.157,8.92454,10.0235,-1.19577,2.75139,563.49,0.471239,0.15708,8.875,9.97456
52.62,-1.20725,2.76219,563.751,0.473702,0.157,8.92454,10.0235,-1.20009,2.74951,563.58,0.471239,0.15708,8.875,9.97456
52.63,-1.21158,2.76028,563.841,0.473702,0.157,8.92454,10.0235,-1.2044,2.74762,563.67,0.471239,0.15708,8.875,9.97456
52.64,-1.21592,2.75837,563.931,0.473702,0.157,8.92454,10.0235,-1.20872,2.74572,563.76,0.471239,0.15708,8.875,9.97456
52.65,-1.22025,2.75645,564.021,0.473695,0.157,8.92439,10.0234,-1.21303,2.74382,563.85,0.471239,0.15708,8.875,9.97456
52.66,-1.22457,2.75452,564.111,0.473695,0.157,8.92439,10.0234,-1.21734,2.74191,563.94,0.471239,0.15708,8.875,9.97456
52.67,-1.2289,2.75258,564.201,0.473695,0.157,8.92439,10.0234,-1.22164,2.74,564.03,0.471239,0.15708,8.875,9.97456
52.68,-1.23322,2.75064,564.291,0.473695,0.157,8.92439,10.0234,-1.22595,2.73807,564.12,0.471239,0.15708,8.875,9.97456
52.69,-1.23753,2.74869,564.38,0.473695,0.157,8.92439,10.0234,-1.23025,2.73615,564.21,0.471239,0.15708,8.875,9.97456
52.7,-1.24185,2.74674,564.47,0.473688,0.157001,8.92425,10.0233,-1.23454,2.73421,564.3,0.471239,0.15708,8.875,9.97456
52.71,-1.24616,2.74478,564.56,0.473688,0.157001,8.92425,10.0233,-1.23884,2.73227,564.39,0.471239,0.15708,8.875,9.97456
52.72,-1.25047,2.74281,564.65,0.473688,0.157001,8.92425,10.0233,-1.24313,2.73032,564.48,0.471239,0.15708,8.875,9.97456
52.73,-1.25477,2.74083,564.74,0.473688,0.157001,8.92425,10.0233,-1.24741,2.72836,564.57,0.471239,0.15708,8.875,9.97456
52.74,-1.25908,2.73885,564.83,0.473688,0.157001,8.92425,10.0233,-1.2517,2.7264,564.66,0.471239,0.15708,8.875,9.97456
52.75,-1.26337,2.73686,564.92,0.473681,0.157001,8.92411,10.0231,-1.25598,2.72443,564.75,0.471239,0.15708,8.875,9.97456
52.76,-1.26767,2.73486,565.01,0.473681,0.157001,8.92411,10.0231,-1.26026,2.72245,564.84,0.471239,0.15708,8.875,9.97456
52.77,-1.27196,2.73286,565.1,0.473681,0.157001,8.92411,10.0231,-1.26453,2.72047,564.93,0.471239,0.15708,8.875,9.97456
52.78,-1.27625,2.73085,565.19,0.473681,0.157001,8.92411,10.0231,-1.2688,2.71848,565.02,0.471239,0.15708,8.875,9.97456
52.79,-1.28054,2.72884,565.28,0.473681,0.157001,8.92411,10.0231,-1.27307,2.71648,565.11,0.471239,0.15708,8.875,9.97456
52.8,-1.28482,2.72681,565.37,0.473674,0.157001,8.92397,10.023,-1.27734,2.71448,565.2,0.471239,0.15708,8.875,9.97456
52.81,-1.2891,2.72478,565.46,0.473674,0.157001,8.92397,10.023,-1.2816,2.71247,565.29,0.471239,0.15708,8.875,9.97456
52.82,-1.29338,2.72275,565.55,0.473674,0.157001,8.92397,10.023,-1.28586,2.71045,565.38,0.471239,0.15708,8.875,9.97456
52.83,-1.29765,2.7207,565.64,0.473674,0.157001,8.92397,10.023,-1.29012,2.70843,565.47,0.471239,0.15708,8.875,9.97456
52.84,-1.30192,2.71866,565.73,0.473674,0.157001,8.92397,10.023,-1.29437,2.7064,565.56,0.471239,0.15708,8.875,9.97456
52.85,-1.30619,2.7166,565.82,0.473667,0.157002,8.92383,10.0228,-1.29862,2.70437,565.65,0.471239,0.15708,8.875,9.97456
52.86,-1.31045,2.71454,565.91,0.473667,0.157002,8.92383,10.0228,-1.30286,2.70232,565.74,0.471239,0.15708,8.875,9.97456
52.87,-1.31471,2.71247,566,0.473667,0.157002,8.92383,10.0228,-1.30711,2.70027,565.83,0.471239,0.15708,8.875,9.97456
52.88,-1.31897,2.71039,566.09,0.473667,0.157002,8.92383,10.0228,-1.31135,2.69822,565.92,0.471239,0.15708,8.875,9.97456
52.89,-1.32323,2.70831,566.18,0.473667,0.157002,8.92383,10.0228,-1.31558,2.69615,566.01,0.471239,0.15708,8.875,9.97456
52.9,-1.32748,2.70622,566.27,0.47366,0.157002,8.92369,10.0227,-1.31982,2.69408,566.1,0.471239,0.15708,8.875,9.97456
52.91,-1.33172,2.70412,566.36,0.47366,0.157002,8.92369,10.0227,-1.32405,2.69201,566.19,0.471239,0.15708,8.875,9.97456
52.92,-1.33597,2.70202,566.449,0.47366,0.157002,8.92369,10.0227,-1.32827,2.68992,566.28,0.471239,0.15708,8.875,9.97456
52.93,-1.34021,2.69991,566.539,0.47366,0.157002,8.92369,10.0227,-1.3325,2.68783,566.37,0.471239,0.15708,8.875,9.97456
52.94,-1.34445,2.69779,566.629,0.47366,0.157002,8.92369,10.0227,-1.33672,2.68574,566.46,0.471239,0.15708,8.875,9.97456
52.95,-1.34868,2.69567,566.719,0.473653,0.157002,8.92355,10.0226,-1.34094,2.68363,566.55,0.471239,0.15708,8.875,9.97456
52.96,-1.35291,2.69354,566.809,0.473653,0.157002,8.92355,10.0226,-1.34515,2.68152,566.64,0.471239,0.15708,8.875,9.97456
52.97,-1.35714,2.6914,566.899,0.473653,0.157002,8.92355,10.0226,-1.34936,2.67941,566.73,0.471239,0.15708,8.875,9.97456
52.98,-1.36136,2.68926,566.989,0.473653,0.157002,8.92355,10.0226,-1.35357,2.67729,566.82,0.471239,0.15708,8.875,9.97456
52.99,-1.36558,2.68711,567.079,0.473653,0.157002,8.92355,10.0226,-1.35777,2.67516,566.91,0.471239,0.15708,8.875,9.97456
53,-1.3698,2.68495,567.169,0.473646,0.157003,8.92341,10.0224,-1.36197,2.67302,567,0.471239,0.15708,8.875,9.97456
53.01,-1.37401,2.68279,567.259,0.473646,0.157003,8.92341,10.0224,-1.36617,2.67088,567.09,0.471239,0.15708,8.875,9.97456
53.02,-1.37822,2.68062,567.349,0.473646,0.157003,8.92341,10.0224,-1.37036,2.66873,567.18,0.471239,0.15708,8.875,9.97456
53.03,-1.38243,2.67845,567.439,0.473646,0.157003,8.92341,10.0224,-1.37455,2.66657,567.27,0.471239,0.15708,8.875,9.97456
53.04,-1.38663,2.67626,567.529,0.473646,0.157003,8.92341,10.0224,-1.37874,2.66441,567.36,0.471239,0.15708,8.875,9.97456
53.05,-1.39084,2.67407,567.619,0.473639,0.157003,8.92327,10.0223,-1.38292,2.66224,567.45,0.471239,0.15708,8.875,9.97456
53.06,-1.39503,2.67188,567.709,0.473639,0.157003,8.92327,10.0223,-1.3871,2.66006,567.54,0.471239,0.15708,8.875,9.97456
53.07,-1.39922,2.66968,567.799,0.473639,0.157003,8.92327,10.0223,-1.39128,2.65788,567.63,0.471239,0.15708,8.875,9.97456
53.08,-1.40341,2.66747,567.889,0.473639,0.157003,8.92327,10.0223,-1.39545,2.65569,567.72,0.471239,0.15708,8.875,9.97456
53.09,-1.4076,2.66525,567.979,0.473639,0.157003,8.92327,10.0223,-1.39962,2.6535,567.81,0.471239,0.15708,8.875,9.97456
53.1,-1.41178,2.66303,568.069,0.473632,0.157003,8.92313,10.0222,-1.40379,2.6513,567.9,0.471239,0.15708,8.875,9.97456
53.11,-1.41596,2.6608,568.159,0.473632,0.157003,8.92313,10.0222,-1.40795,2.64909,567.99,0.471239,0.15708,8.875,9.97456
53.12,-1.42014,2.65857,568.249,0.473632,0.157003,8.92313,10.0222,-1.41211,2.64687,568.08,0.471239,0.15708,8.875,9.97456
53.13,-1.42431,2.65632,568.339,0.473632,0.157003,8.92313,10.0222,-1.41627,2.64465,568.17,0.471239,0.15708,8.875,9.97456
53.14,-1.42848,2.65408,568.428,0.473632,0.157003,8.92313,10.0222,-1.42042,2.64242,568.26,0.471239,0.15708,8.875,9.97456
53.15,-1.43264,2.65182,568.518,0.473625,0.157004,8.92299,10.022,-1.42457,2.64019,568.35,0.471239,0.15708,8.875,9.97456
53.16,-1.43681,2.64956,568.608,0.473625,0.157004,8.92299,10.022,-1.42871,2.63795,568.44,0.471239,0.15708,8.875,9.97456
53.17,-1.44096,2.64729,568.698,0.473625,0.157004,8.92299,10.022,-1.43286,2.6357,568.53,0.471239,0.15708,8.875,9.97456
53.18,-1.44512,2.64502,568.788,0.473625,0.157004,8.92299,10.022,-1.43699,2.63345,568.62,0.471239,0.15708,8.875,9.97456
53.19,-1.44927,2.64274,568.878,0.473625,0.157004,8.92299,10.022,-1.44113,2.63119,568.71,0.471239,0.15708,8.875,9.97456
53.2,-1.45342,2.64045,568.968,0.473619,0.157004,8.92286,10.0219,-1.44526,2.62892,568.8,0.471239,0.15708,8.875,9.97456
53.21,-1.45756,2.63816,569.058,0.473619,0.157004,8.92286,10.0219,-1.44939,2.62665,568.89,0.471239,0.15708,8.875,9.97456
53.22,-1.4617,2.63586,569.148,0.473619,0.157004,8.92286,10.0219,-1.45351,2.62437,568.98,0.471239,0.15708,8.875,9.97456
53.23,-1.46584,2.63355,569.238,0.473619,0.157004,8.92286,10.0219,-1.45763,2.62208,569.07,0.471239,0.15708,8.875,9.97456
53.24,-1.46997,2.63124,569.328,0.473619,0.157004,8.92286,10.0219,-1.46175,2.61979,569.16,0.471239,0.15708,8.875,9.97456
53.25,-1.4741,2.62892,569.418,0.473612,0.157004,8.92272,10.0218,-1.46586,2.61749,569.25,0.471239,0.15708,8.875,9.97456
53.26,-1.47822,2.62659,569.508,0.473612,0.157004,8.92272,10.0218,-1.46997,2.61518,569.34,0.471239,0.15708,8.875,9.97456
53.27,-1.48235,2.62426,569.598,0.473612,0.157004,8.92272,10.0218,-1.47408,2.61287,569.43,0.471239,0.15708,8.875,9.97456
53.28,-1.48646,2.62192,569.688,0.473612,0.157004,8.92272,10.0218,-1.47818,2.61055,569.52,0.471239,0.15708,8.875,9.97456
53.29,-1.49058,2.61957,569.778,0.473612,0.157004,8.92272,10.0218,-1.48228,2.60823,569.61,0.471239,0.15708,8.875,9.97456
53.3,-1.49469,2.61722,569.868,0.473605,0.157005,8.92259,10.0216,-1.48638,2.60589,569.7,0.471239,0.15708,8.875,9.97456
53.31,-1.4988,2.61486,569.958,0.473605,0.157005,8.92259,10.0216,-1.49047,2.60356,569.79,0.471239,0.15708,8.875,9.97456
53.32,-1.5029,2.6125,570.048,0.473605,0.157005,8.92259,10.0216,-1.49456,2.60121,569.88,0.471239,0.15708,8.875,9.97456
53.33,-1.507,2.61012,570.138,0.473605,0.157005,8.92259,10.0216,-1.49864,2.59886,569.97,0.471239,0.15708,8.875,9.97456
53.34,-1.5111,2.60775,570.228,0.473605,0.157005,8.92259,10.0216,-1.50272,2.5965,570.06,0.471239,0.15708,8.875,9.97456
53.35,-1.51519,2.60536,570.318,0.473598,0.157005,8.92245,10.0215,-1.5068,2.59414,570.15,0.471239,0.15708,8.875,9.97456
53.36,-1.51928,2.60297,570.408,0.473598,0.157005,8.92245,10.0215,-1.51087,2.59177,570.24,0.471239,0.15708,8.875,9.97456
53.37,-1.52336,2.60057,570.497,0.473598,0.157005,8.92245,10.0215,-1.51494,2.58939,570.33,0.471239,0.15708,8.875,9.97456
53.38,-1.52744,2.59817,570.587,0.473598,0.157005,8.92245,10.0215,-1.519,2.58701,570.42,0.471239,0.15708,8.875,9.97456
53.39,-1.53152,2.59576,570.677,0.473598,0.157005,8.92245,10.0215,-1.52307,2.58462,570.51,0.471239,0.15708,8.875,9.97456
53.4,-1.53559,2.59334,570.767,0.473592,0.157005,8.92232,10.0214,-1.52712,2.58223,570.6,0.471239,0.15708,8.875,9.97456
53.41,-1.53966,2.59092,570.857,0.473592,0.157005,8.92232,10.0214,-1.53118,2.57982,570.69,0.471239,0.15708,8.875,9.97456
53.42,-1.54373,2.58849,570.947,0.473592,0.157005,8.92232,10.0214,-1.53523,2.57742,570.78,0.471239,0.15708,8.875,9.97456
53.43,-1.54779,2.58606,571.037,0.473592,0.157005,8.92232,10.0214,-1.53928,2.575,570.87,0.471239,0.15708,8.875,9.97456
53.44,-1.55185,2.58362,571.127,0.473592,0.157005,8.92232,10.0214,-1.54332,2.57258,570.96,0.471239,0.15708,8.875,9.97456
53.45,-1.5559,2.58117,571.217,0.473585,0.157006,8.92218,10.0212,-1.54736,2.57015,571.05,0.471239,0.15708,8.875,9.97456
53.46,-1.55995,2.57871,571.307,0.473585,0.157006,8.92218,10.0212,-1.55139,2.56772,571.14,0.471239,0.15708,8.875,9.97456
53.47,-1.564,2.57625,571.397,0.473585,0.157006,8.92218,10.0212,-1.55542,2.56528,571.23,0.471239,0.15708,8.875,9.97456
53.48,-1.56804,2.57378,571.487,0.473585,0.157006,8.92218,10.0212,-1.55945,2.56283,571.32,0.471239,0.15708,8.875,9.97456
53.49,-1.57208,2.57131,571.577,0.473585,0.157006,8.92218,10.0212,-1.56348,2.56038,571.41,0.471239,0.15708,8.875,9.97456
53.5,-1.57611,2.56883,571.667,0.473578,0.157006,8.92205,10.0211,-1.5675,2.55792,571.5,0.471239,0.15708,8.875,9.97456
53.51,-1.58014,2.56635,571.757,0.473578,0.157006,8.92205,10.0211,-1.57151,2.55546,571.59,0.471239,0.15708,8.875,9.97456
53.52,-1.58417,2.56385,571.847,0.473578,0.157006,8.92205,10.0211,-1.57552,2.55298,571.68,0.471239,0.15708,8.875,9.97456
53.53,-1.58819,2.56135,571.937,0.473578,0.157006,8.92205,10.0211,-1.57953,2.55051,571.77,0.471239,0.15708,8.875,9.97456
53.54,-1.59221,2.55885,572.027,0.473578,0.157006,8.92205,10.0211,-1.58354,2.54802,571.86,0.471239,0.15708,8.875,9.97456
53.55,-1.59623,2.55634,572.117,0.473572,0.157006,8.92192,10.021,-1.58754,2.54553,571.95,0.471239,0.15708,8.875,9.97456
53.56,-1.60024,2.55382,572.207,0.473572,0.157006,8.92192,10.021,-1.59153,2.54303,572.04,0.471239,0.15708,8.875,9.97456
53.57,-1.60424,2.5513,572.297,0.473572,0.157006,8.92192,10.021,-1.59553,2.54053,572.13,0.471239,0.15708,8.875,9.97456
53.58,-1.60825,2.54877,572.387,0.473572,0.157006,8.92192,10.021,-1.59951,2.53802,572.22,0.471239,0.15708,8.875,9.97456
53.59,-1.61225,2.54623,572.477,0.473572,0.157006,8.92192,10.021,-1.6035,2.53551,572.31,0.471239,0.15708,8.875,9.97456
53.6,-1.61624,2.54369,572.567,0.473565,0.157006,8.92178,10.0208,-1.60748,2.53298,572.4,0.471239,0.15708,8.875,9.97456
53.61,-1.62023,2.54114,572.656,0.473565,0.157006,8.92178,10.0208,-1.61146,2.53046,572.49,0.471239,0.15708,8.875,9.97456
53.62,-1.62422,2.53858,572.746,0.473565,0.157006,8.92178,10.0208,-1.61543,2.52792,572.58,0.471239,0.15708,8.875,9.97456
53.63,-1.6282,2.53602,572.836,0.473565,0.157006,8.92178,10.0208,-1.6194,2.52538,572.67,0.471239,0.15708,8.875,9.97456
53.64,-1.63218,2.53345,572.926,0.473565,0.157006,8.92178,10.0208,-1.62336,2.52283,572.76,0.471239,0.15708,8.875,9.97456
53.65,-1.63616,2.53088,573.016,0.473559,0.157007,8.92165,10.0207,-1.62732,2.52028,572.85,0.471239,0.15708,8.875,9.97456
53.66,-1.64013,2.5283,573.106,0.473559,0.157007,8.92165,10.0207,-1.63128,2.51772,572.94,0.471239,0.15708,8.875,9.97456
53.67,-1.64409,2.52571,573.196,0.473559,0.157007,8.92165,10.0207,-1.63523,2.51516,573.03,0.471239,0.15708,8.875,9.97456
53.68,-1.64806,2.52312,573.286,0.473559,0.157007,8.92165,10.0207,-1.63918,2.51258,573.12,0.471239,0.15708,8.875,9.97456
53.69,-1.65201,2.52052,573.376,0.473559,0.157007,8.92165,10.0207,-1.64313,2.51001,573.21,0.471239,0.15708,8.875,9.97456
53.7,-1.65597,2.51791,573.466,0.473552,0.157007,8.92152,10.0206,-1.64707,2.50742,573.3,0.471239,0.15708,8.875,9.97456
53.71,-1.65992,2.5153,573.556,0.473552,0.157007,8.92152,10.0206,-1.65101,2.50483,573.39,0.471239,0.15708,8.875,9.97456
53.72,-1.66387,2.51269,573.646,0.473552,0.157007,8.92152,10.0206,-1.65494,2.50224,573.48,0.471239,0.15708,8.875,9.97456
53.73,-1.66781,2.51006,573.736,0.473552,0.157007,8.92152,10.0206,-1.65887,2.49963,573.57,0.471239,0.15708,8.875,9.97456
53.74,-1.67175,2.50743,573.826,0.473552,0.157007,8.92152,10.0206,-1.66279,2.49702,573.66,0.471239,0.15708,8.875,9.97456
53.75,-1.67568,2.5048,573.916,0.473546,0.157007,8.92139,10.0204,-1.66671,2.49441,573.75,0.471239,0.15708,8.875,9.97456
53.76,-1.67961,2.50215,574.006,0.473546,0.157007,8.92139,10.0204,-1.67063,2.49179,573.84,0.471239,0.15708,8.875,9.97456
53.77,-1.68354,2.4995,574.096,0.473546,0.157007,8.92139,10.0204,-1.67454,2.48916,573.93,0.471239,0.15708,8.875,9.97456
53.78,-1.68746,2.49685,574.186,0.473546,0.157007,8.92139,10.0204,-1.67845,2.48653,574.02,0.471239,0.15708,8.875,9.97456
53.79,-1.69137,2.49419,574.276,0.473546,0.157007,8.92139,10.0204,-1.68235,2.48389,574.11,0.471239,0.15708,8.875,9.97456
53.8,-1.69529,2.49152,574.366,0.473539,0.157008,8.92126,10.0203,-1.68625,2.48124,574.2,0.471239,0.15708,8.875,9.97456
53.81,-1.6992,2.48885,574.456,0.473539,0.157008,8.92126,10.0203,-1.69015,2.47859,574.29,0.471239,0.15708,8.875,9.97456
53.82,-1.7031,2.48617,574.546,0.473539,0.157008,8.92126,10.0203,-1.69404,2.47593,574.38,0.471239,0.15708,8.875,9.97456
53.83,-1.707,2.48349,574.636,0.473539,0.157008,8.92126,10.0203,-1.69792,2.47327,574.47,0.471239,0.15708,8.875,9.97456
53.84,-1.7109,2.48079,574.726,0.473539,0.157008,8.92126,10.0203,-1.70181,2.4706,574.56,0.471239,0.15708,8.875,9.97456
53.85,-1.71479,2.4781,574.815,0.473533,0.157008,8.92113,10.0202,-1.70569,2.46792,574.65,0.471239,0.15708,8.875,9.97456
53.86,-1.71868,2.47539,574.905,0.473533,0.157008,8.92113,10.0202,-1.70956,2.46524,574.74,0.471239,0.15708,8.875,9.97456
53.87,-1.72256,2.47268,574.995,0.473533,0.157008,8.92113,10.0202,-1.71343,2.46255,574.83,0.471239,0.15708,8.875,9.97456
53.88,-1.72644,2.46997,575.085,0.473533,0.157008,8.92113,10.0202,-1.7173,2.45986,574.92,0.471239,0.15708,8.875,9.97456
53.89,-1.73031,2.46725,575.175,0.473533,0.157008,8.92113,10.0202,-1.72116,2.45716,575.01,0.471239,0.15708,8.875,9.97456
53.9,-1.73419,2.46452,575.265,0.473527,0.157008,8.921,10.0201,-1.72502,2.45445,575.1,0.471239,0.15708,8.875,9.97456
53.91,-1.73805,2.46178,575.355,0.473527,0.157008,8.921,10.0201,-1.72887,2.45174,575.19,0.471239,0.15708,8.875,9.97456
53.92,-1.74191,2.45904,575.445,0.473527,0.157008,8.921,10.0201,-1.73272,2.44902,575.28,0.471239,0.15708,8.875,9.97456
53.93,-1.74577,2.4563,575.535,0.473527,0.157008,8.921,10.0201,-1.73656,2.44629,575.37,0.471239,0.15708,8.875,9.97456
53.94,-1.74962,2.45355,575.625,0.473527,0.157008,8.921,10.0201,-1.7404,2.44356,575.46,0.471239,0.15708,8.875,9.97456
53.95,-1.75347,2.45079,575.715,0.47352,0.157009,8.92087,10.0199,-1.74424,2.44083,575.55,0.471239,0.15708,8.875,9.97456
53.96,-1.75732,2.44802,575.805,0.47352,0.157009,8.92087,10.0199,-1.74807,2.43808,575.64,0.471239,0.15708,8.875,9.97456
53.97,-1.76116,2.44525,575.895,0.47352,0.157009,8.92087,10.0199,-1.7519,2.43533,575.73,0.471239,0.15708,8.875,9.97456
53.98,-1.76499,2.44248,575.985,0.47352,0.157009,8.92087,10.0199,-1.75572,2.43258,575.82,0.471239,0.15708,8.875,9.97456
53.99,-1.76883,2.43969,576.075,0.47352,0.157009,8.92087,10.0199,-1.75954,2.42982,575.91,0.471239,0.15708,8.875,9.97456
54,-1.77265,2.43691,576.165,0.473514,0.157009,8.92075,10.0198,-1.76336,2.42705,576,0.471239,0.15708,8.875,9.97456
54.01,-1.77648,2.43411,576.255,0.473514,0.157009,8.92075,10.0198,-1.76717,2.42428,576.09,0.471239,0.15708,8.875,9.97456
54.02,-1.78029,2.43131,576.345,0.473514,0.157009,8.92075,10.0198,-1.77097,2.4215,576.18,0.471239,0.15708,8.875,9.97456
54.03,-1.78411,2.42851,576.435,0.473514,0.157009,8.92075,10.0198,-1.77477,2.41871,576.27,0.471239,0.15708,8.875,9.97456
54.04,-1.78792,2.42569,576.525,0.473514,0.157009,8.92075,10.0198,-1.77857,2.41592,576.36,0.471239,0.15708,8.875,9.97456
54.05,-1.79172,2.42287,576.615,0.473508,0.157009,8.92062,10.0197,-1.78236,2.41313,576.45,0.471239,0.15708,8.875,9.97456
54.06,-1.79552,2.42005,576.705,0.473508,0.157009,8.92062,10.0197,-1.78615,2.41032,576.54,0.471239,0.15708,8.875,9.97456
54.07,-1.79932,2.41722,576.795,0.473508,0.157009,8.92062,10.0197,-1.78994,2.40752,576.63,0.471239,0.15708,8.875,9.97456
54.08,-1.80311,2.41438,576.885,0.473508,0.157009,8.92062,10.0197,-1.79371,2.4047,576.72,0.471239,0.15708,8.875,9.97456
54.09,-1.8069,2.41154,576.975,0.473508,0.157009,8.92062,10.0197,-1.79749,2.40188,576.81,0.471239,0.15708,8.875,9.97456
54.1,-1.81068,2.40869,577.064,0.473501,0.157009,8.92049,10.0196,-1.80126,2.39905,576.9,0.471239,0.15708,8.875,9.97456
54.11,-1.81446,2.40584,577.154,0.473501,0.157009,8.92049,10.0196,-1.80503,2.39622,576.99,0.471239,0.15708,8.875,9.97456
54.12,-1.81823,2.40298,577.244,0.473501,0.157009,8.92049,10.0196,-1.80879,2.39338,577.08,0.471239,0.15708,8.875,9.97456
54.13,-1.822,2.40012,577.334,0.473501,0.157009,8.92049,10.0196,-1.81255,2.39054,577.17,0.471239,0.15708,8.875,9.97456
54.14,-1.82577,2.39724,577.424,0.473501,0.157009,8.92049,10.0196,-1.8163,2.38769,577.26,0.471239,0.15708,8.875,9.97456
54.15,-1.82953,2.39437,577.514,0.473495,0.15701,8.92037,10.0194,-1.82005,2.38483,577.35,0.471239,0.15708,8.875,9.97456
